,IMDBId,movie title,director(s),writer(s),casts,genre(s),language,country,runtime (mins),mpaarating,release date,metacritic score,budget,distributionCompany
935,tt0129290,Patch Adams,['Tom Shadyac'],"['Patch Adams', 'Maureen Mylander', '1 more credit']","['Robin Williams', 'Daniel London', 'Monica Potter']","['Biography', 'Comedy', 'Drama', 'Romance']",English,USA,1h 55min,PG-13,25-Dec-98,25.0,90000000.0,Universal Pictures
936,tt0086344,Sound of Sunshine - Sound of Rain,['Caroline Heyward'],"['Dorothy Middleton', 'Eda Godel Hallinan', '1 more credit']","['Damon Hines', 'Jimmy Arone', 'Lisa Bonet']","['Animation', 'Short']",English,USA,15min,15min,,,,
937,tt0222675,The Accountant,['Ray McKinnon'],['Ray McKinnon'],"['Ray McKinnon', 'Walton Goggins', 'Eddie King']","['Comedy', 'Short']",English,USA,35min,TV-14,Jan-01,,,Lightyear Entertainment
938,tt1440266,Pina,['Wim Wenders'],['Wim Wenders'],"['Pina Bausch', 'Regina Advento', 'Malou Airaudo']","['Documentary', 'Music']",German,Germany,1h 43min,PG,24-Feb-11,83.0,,IFC Films
939,tt3521164,Moana,"['Ron Clements', 'John Musker', '2 more credits']","['Jared Bush', 'Ron Clements', '6 more credits']","[""Auli'i Cravalho"", 'Dwayne Johnson', 'Rachel House']","['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Musical']",English,USA,1h 47min,PG,23-Nov-16,81.0,150000000.0,Walt Disney Studios Motion Pictures
940,tt0101272,The Addams Family,['Barry Sonnenfeld'],"['Charles Addams', 'Caroline Thompson', '1 more credit']","['Anjelica Huston', 'Raul Julia', 'Christopher Lloyd']","['Comedy', 'Fantasy']",English,USA,1h 39min,PG-13,22-Nov-91,57.0,30000000.0,Paramount Pictures
941,tt1430626,The Pirates! Band of Misfits,"['Peter Lord', 'Jeff Newitt']","['Gideon Defoe', 'Gideon Defoe']","['Hugh Grant', 'Salma Hayek', 'Jeremy Piven']","['Animation', 'Adventure', 'Comedy', 'Family']",English,UK,1h 28min,PG,27-Apr-12,73.0,55000000.0,Columbia Pictures
942,tt0121766,Star Wars: Episode III - Revenge of the Sith,['George Lucas'],['George Lucas'],"['Hayden Christensen', 'Natalie Portman', 'Ewan McGregor']","['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",English,USA,2h 20min,PG-13,19-May-05,68.0,113000000.0,Twentieth Century Fox
943,tt1563725,Logorama,"['François Alaux', 'Hervé de Crécy', '1 more credit']","['François Alaux', 'Hervé de Crécy', '2 more credits']","['Bob Stephenson', 'Sherman Augustus', 'Aja Evans']","['Animation', 'Short', 'Action', 'Comedy', 'Crime']",English,France,16min,R,14-May-10,,,
944,tt0239528,King Gimp,"['Susan Hannah Hadary', 'William A. Whiteford']",['Dan Keplinger'],"['Paul Hungerford', 'Dan Keplinger']","['Documentary', 'Short']",English,USA,39min,39min,,,,
945,tt0110726,On Hope,['JoBeth Williams'],"['Lynn Mamet', 'Lynn Mamet']","[""Annette O'Toole"", 'Mercedes Ruehl', 'Ray Baker']",['Short'],English,USA,34min,34min,,,,
946,tt0120789,Pleasantville,['Gary Ross'],['Gary Ross'],"['Tobey Maguire', 'Jeff Daniels', 'Joan Allen']","['Comedy', 'Drama', 'Fantasy']",English,USA,2h 4min,PG-13,23-Oct-98,71.0,60000000.0,New Line Cinema
947,tt3901826,The Breadwinner,['Nora Twomey'],"['Anita Doron', 'Deborah Ellis', '1 more credit']","['Saara Chaudry', 'Soma Chhaya', 'Noorin Gulamgaus']","['Animation', 'Drama', 'Family', 'War']",English,Ireland,1h 34min,PG-13,17-Nov-17,78.0,,GKIDS
948,tt0120866,Titus,['Julie Taymor'],"['William Shakespeare', 'Julie Taymor']","['Anthony Hopkins', 'Jessica Lange', 'Osheen Jones']","['Drama', 'History', 'Thriller']",English,UK,2h 42min,R,11-Feb-00,57.0,,Fox Searchlight Pictures
949,tt0092644,Beverly Hills Cop II,['Tony Scott'],"['Danilo Bach', 'Daniel Petrie Jr.', '4 more credits']","['Eddie Murphy', 'Judge Reinhold', 'Jürgen Prochnow']","['Action', 'Comedy', 'Crime', 'Thriller']",English,USA,1h 40min,R,20-May-87,48.0,28000000.0,Paramount Pictures
950,tt0088161,Splash,['Ron Howard'],"['Brian Grazer', 'Bruce Jay Friedman', '3 more credits']","['Tom Hanks', 'Daryl Hannah', 'Eugene Levy']","['Comedy', 'Fantasy', 'Romance']",English,USA,1h 51min,PG,9-Mar-84,71.0,8000000.0,Buena Vista Pictures
951,tt0242252,The Affair of the Necklace,['Charles Shyer'],['John Sweet'],"['Hilary Swank', 'Simon Baker', 'Jonathan Pryce']","['Drama', 'History', 'Romance']",English,USA,1h 58min,R,7-Dec-01,42.0,30000000.0,Warner Bros.
952,tt0268397,Jimmy Neutron: Boy Genius,['John A. Davis'],"['John A. Davis', 'Steve Oedekerk', '6 more credits']","['Debi Derryberry', 'Rob Paulsen', 'Megan Cavanagh']","['Animation', 'Action', 'Adventure', 'Comedy', 'Family', 'Sci-Fi']",English,USA,1h 22min,G,21-Dec-01,65.0,30000000.0,Paramount Pictures
953,tt0113254,Hank Aaron: Chasing the Dream,['Michael Tollin'],['Michael Tollin'],"['Hank Aaron', 'Dusty Baker', 'Harry Belafonte']","['Documentary', 'Biography', 'Sport']",English,USA,2h,2h,,,,
954,tt0082869,Outland,['Peter Hyams'],['Peter Hyams'],"['Sean Connery', 'Frances Sternhagen', 'Peter Boyle']","['Action', 'Crime', 'Sci-Fi', 'Thriller', 'Western']",English,UK,1h 49min,R,22-May-81,48.0,16000000.0,The Ladd Company
955,tt0091578,My Beautiful Laundrette,['Stephen Frears'],['Hanif Kureishi'],"['Saeed Jaffrey', 'Roshan Seth', 'Daniel Day-Lewis']","['Comedy', 'Drama', 'Romance']",English,UK,1h 37min,R,4-Apr-86,75.0,,Karl-Lorimar Home Video
956,tt0101969,Grand Canyon,['Lawrence Kasdan'],"['Lawrence Kasdan', 'Meg Kasdan']","['Danny Glover', 'Kevin Kline', 'Steve Martin']","['Crime', 'Drama']",English,USA,2h 14min,R,17-Jan-92,64.0,,Twentieth Century Fox
957,tt5301662,Marshall,['Reginald Hudlin'],"['Michael Koskoff', 'Jacob Koskoff']","['Chadwick Boseman', 'Josh Gad', 'Kate Hudson']","['Biography', 'Crime', 'Drama', 'History']",English,USA,1h 58min,PG-13,13-Oct-17,66.0,12000000.0,Open Road Films
958,tt2322441,Fifty Shades of Grey,['Sam Taylor-Johnson'],"['Kelly Marcel', 'E.L. James']","['Dakota Johnson', 'Jamie Dornan', 'Jennifer Ehle']","['Drama', 'Romance', 'Thriller']",English,USA,2h 5min,R,13-Feb-15,46.0,40000000.0,Universal Pictures
959,tt1226236,I Am Love,['Luca Guadagnino'],"['Barbara Alberti', 'Ivan Cotroneo', '3 more credits']","['Tilda Swinton', 'Flavio Parenti', 'Edoardo Gabbriellini']","['Drama', 'Romance']",Italian,Italy,2h,R,23-Jul-10,79.0,,Magnolia Pictures
960,tt0102975,Star Trek VI: The Undiscovered Country,['Nicholas Meyer'],"['Gene Roddenberry', 'Leonard Nimoy', '4 more credits']","['William Shatner', 'Leonard Nimoy', 'DeForest Kelley']","['Action', 'Adventure', 'Sci-Fi', 'Thriller']",English,USA,1h 50min,PG,6-Dec-91,65.0,30000000.0,Paramount Pictures
961,tt0108498,La vis,['Didier Flamand'],"['Didier Flamand', 'Pierre-Alain Mercier']","['Jean Reno', 'Maïté Nahyr', 'François Berléand']",['Short'],French,France,20min,20min,,,,
962,tt0106766,Down on the Waterfront,['Stacy Title'],"['Jonathan Penner', 'Stacy Title']","['Jason Alexander', 'Edward Asner', 'Jonathan Penner']",['Short'],English,USA,27min,27min,,,,
963,tt1523317,The Lady and the Reaper,['Javier Recio Gracia'],['Javier Recio Gracia'],"['Miguel Angel Perez', 'Eva Molina']","['Animation', 'Short', 'Action', 'Comedy', 'Fantasy']",English,Spain,8min,TV-G,19-Feb-10,,,
964,tt1049413,Up,"['Pete Docter', 'Bob Peterson']","['Pete Docter', 'Bob Peterson', '3 more credits']","['Edward Asner', 'Jordan Nagai', 'John Ratzenberger']","['Animation', 'Adventure', 'Comedy', 'Family']",English,USA,1h 36min,PG,29-May-09,88.0,175000000.0,Walt Disney Studios Motion Pictures
965,tt0418689,Flags of Our Fathers,['Clint Eastwood'],"['William Broyles Jr.', 'Paul Haggis', '2 more credits']","['Ryan Phillippe', 'Barry Pepper', 'Joseph Cross']","['Action', 'Adventure', 'Drama', 'History', 'War']",English,USA,2h 15min,R,20-Oct-06,79.0,90000000.0,Paramount Pictures
966,tt0108598,The Wrong Trousers,['Nick Park'],"['Nick Park', 'Bob Baker', '3 more credits']","['Peter Sallis', 'Peter Hawkins']","['Animation', 'Short', 'Comedy', 'Crime', 'Family', 'Sci-Fi']",English,UK,30min,Not Rated,17-Dec-93,,,CBS/Fox
967,tt0467485,The Saviour,['Peter Templeman'],['Peter Templeman'],"['Thomas Campbell', 'Susan Prior', 'Rhys Muldoon']","['Short', 'Drama']",English,Australia,17min,TV-G,16-Feb-07,,,Magnolia Pictures
968,tt3398268,When Marnie Was There,"['James Simone', 'Hiromasa Yonebayashi']","['Joan G. Robinson', 'Keiko Niwa', '3 more credits']","['Sara Takatsuki', 'Kasumi Arimura', 'Nanako Matsushima']","['Animation', 'Drama', 'Family', 'Mystery']",Japanese,Japan,1h 43min,PG,19-Jul-14,72.0,,GKIDS
969,tt0110216,Junior,['Ivan Reitman'],"['Kevin Wade', 'Chris Conrad']","['Arnold Schwarzenegger', 'Danny DeVito', 'Emma Thompson']","['Comedy', 'Romance', 'Sci-Fi']",English,USA,1h 49min,PG-13,23-Nov-94,59.0,60000000.0,Universal Pictures
970,tt1446714,Prometheus,['Ridley Scott'],"['Jon Spaihts', 'Damon Lindelof', '2 more credits']","['Noomi Rapace', 'Logan Marshall-Green', 'Michael Fassbender']","['Adventure', 'Mystery', 'Sci-Fi']",English,USA,2h 4min,R,8-Jun-12,64.0,130000000.0,Twentieth Century Fox
971,tt2380307,Coco,"['Lee Unkrich', 'Adrian Molina']","['Lee Unkrich', 'Jason Katz', '4 more credits']","['Anthony Gonzalez', 'Gael García Bernal', 'Benjamin Bratt']","['Animation', 'Adventure', 'Family', 'Fantasy', 'Music', 'Mystery']",English,USA,1h 45min,PG,22-Nov-17,81.0,175000000.0,Walt Disney Studios Motion Pictures
972,tt0078736,Agatha,['Michael Apted'],"['Kathleen Tynan', 'Arthur Hopcraft', '1 more credit']","['Dustin Hoffman', 'Vanessa Redgrave', 'Timothy Dalton']","['Drama', 'Mystery', 'Thriller']",English,UK,1h 45min,PG,9-Feb-79,,,Warner Bros.
973,tt3069992,Nasza klatwa,['Tomasz Sliwinski'],['Tomasz Sliwinski'],"['Magda Hueckel', 'Tomasz Sliwinski', 'Leo Hueckel-Sliwinski']","['Documentary', 'Short', 'Drama', 'Family']",Polish,Poland,28min,28min,,,,
974,tt5278466,Jim: The James Foley Story,['Brian Oakes'],"['Chris Chuang', 'Heather MacDonald', '1 more credit']","['James Foley', 'Unai Aranzadi', 'Zac Baillie']","['Documentary', 'Biography', 'War']",English,USA,1h 51min,TV-MA,2-Sep-16,73.0,,FilmRise
975,tt1558250,GasLand,['Josh Fox'],['Josh Fox'],"['Josh Fox', 'Dick Cheney', 'Pete Seeger']",['Documentary'],English,USA,1h 47min,Not Rated,17-Jan-11,,,Home Box Office
976,tt0110322,Legends of the Fall,['Edward Zwick'],"['Susan Shilliday', 'William D. Wittliff', '1 more credit']","['Brad Pitt', 'Anthony Hopkins', 'Aidan Quinn']","['Drama', 'Romance', 'War', 'Western']",English,USA,2h 13min,R,13-Jan-95,45.0,30000000.0,TriStar Pictures
977,tt0436613,Murderball,"['Henry Alex Rubin', 'Dana Adam Shapiro']",['Dana Adam Shapiro'],"['Joe Soares', 'Keith Cavill', 'Mark Zupan']","['Documentary', 'Sport']",English,USA,1h 28min,R,5-Aug-05,87.0,1750211.0,MTV Films
978,tt0175844,Lenny Bruce: Swear to Tell the Truth,['Robert B. Weide'],['Robert B. Weide'],"['Robert De Niro', 'Steve Allen', 'Honey Bruce Friedman']","['Documentary', 'Biography', 'Comedy']",English,USA,1h 40min,1h 40min,,,,Home Box Office
979,tt0096061,Scrooged,['Richard Donner'],"['Mitch Glazer', ""Michael O'Donoghue"", '1 more credit']","['Bill Murray', 'Karen Allen', 'John Forsythe']","['Comedy', 'Drama', 'Fantasy', 'Romance']",English,USA,1h 41min,PG-13,23-Nov-88,38.0,32000000.0,Paramount Pictures
980,tt0035423,Kate & Leopold,['James Mangold'],"['Steven Rogers', 'James Mangold', '1 more credit']","['Meg Ryan', 'Hugh Jackman', 'Liev Schreiber']","['Comedy', 'Fantasy', 'Romance']",English,USA,1h 58min,PG-13,25-Dec-01,44.0,48000000.0,Miramax
981,tt0082383,First Winter,['John N. Smith'],"['Gloria Demers', 'Cynthia Scott']","['Kathleen McAuliffe', ""Sharon O'Niell"", 'Eric Patrick Godfrey']","['Short', 'Drama', 'History']",English,Canada,27min,27min,,,,
982,tt3640424,Allied,['Robert Zemeckis'],['Steven Knight'],"['Brad Pitt', 'Marion Cotillard', 'Jared Harris']","['Action', 'Drama', 'Romance', 'Thriller', 'War']",English,UK,2h 4min,R,23-Nov-16,60.0,85000000.0,Paramount Pictures
983,tt1509756,The Crush,['Michael Creagh'],['Michael Creagh'],"['Olga Wehrly', 'Rory Keenan', 'Oran Creagh']","['Short', 'Comedy', 'Drama']",English,Ireland,15min,15min,,,,
984,tt0187393,The Patriot,['Roland Emmerich'],['Robert Rodat'],"['Mel Gibson', 'Heath Ledger', 'Joely Richardson']","['Action', 'Drama', 'History', 'War']",English,USA,2h 45min,R,28-Jun-00,63.0,110000000.0,Columbia Pictures
985,tt3610188,The Bigger Picture,['Daisy Jacobs'],"['Daisy Jacobs', 'Jennifer Majka']","['Anne Cunningham', 'Christopher Nightingale', 'Alisdair Simpson']","['Animation', 'Short', 'Drama', 'Family']",English,UK,8min,8min,,,,
986,tt0425200,Little Terrorist,['Ashvin Kumar'],['Ashvin Kumar'],"['Julfuqar Ali', 'Sushil Sharma', 'Megnaa Mehtta']","['Drama', 'Short']",Hindi,India,15min,TV-PG,25-Oct-04,,,
987,tt0343737,The Good Shepherd,['Robert De Niro'],['Eric Roth'],"['Matt Damon', 'Angelina Jolie', 'Robert De Niro']","['Drama', 'History', 'Thriller']",English,USA,2h 47min,R,22-Dec-06,61.0,110000000.0,Universal Pictures
988,tt0107688,The Nightmare Before Christmas,['Henry Selick'],"['Tim Burton', 'Michael McDowell', '1 more credit']","['Danny Elfman', 'Chris Sarandon', ""Catherine O'Hara""]","['Animation', 'Family', 'Fantasy', 'Musical']",English,USA,1h 16min,PG,29-Oct-93,82.0,18000000.0,Buena Vista International
989,tt0087277,Footloose,['Herbert Ross'],['Dean Pitchford'],"['Kevin Bacon', 'Lori Singer', 'John Lithgow']","['Drama', 'Music', 'Romance']",English,USA,1h 47min,PG,17-Feb-84,42.0,8200000.0,Paramount Pictures
990,tt0347149,Howl's Moving Castle,['Hayao Miyazaki'],"['Hayao Miyazaki', 'Diana Wynne Jones']","['Chieko Baishô', 'Takuya Kimura', 'Tatsuya Gashûin']","['Animation', 'Adventure', 'Family', 'Fantasy']",Japanese,Japan,1h 59min,PG,17-Jun-05,80.0,24000000.0,Buena Vista Pictures
991,tt0095016,Die Hard,['John McTiernan'],"['Roderick Thorp', 'Jeb Stuart', '1 more credit']","['Bruce Willis', 'Alan Rickman', 'Bonnie Bedelia']","['Action', 'Thriller']",English,USA,2h 12min,R,20-Jul-88,72.0,28000000.0,Twentieth Century Fox
992,tt0088177,The Stone Carvers,"['Marjorie Hunt', 'Paul Wagner']","['Marjorie Hunt', 'Paul Wagner']","['Vincent Palumbo', 'Roger Morigi']","['Documentary', 'Short']",English,USA,30min,30min,,,,Direct Cinema Limited
993,tt0141995,Wolfgang,['Anders Thomas Jensen'],['Anders Thomas Jensen'],"['Stig Hoffmeyer', 'Frits Helmuth', 'Vera Gebuhr']",['Short'],Danish,Denmark,14min,14min,,,,
994,tt0970184,Operation Homecoming: Writing the Wartime Experience,['Richard Robbins'],"['Colby Buzzell', 'Edward Parker Gyokeres', '7 more credits']","['Sharon D. Allen', 'Beau Bridges', 'Colby Buzzell']",['Documentary'],English,USA,1h 21min,1h 21min,,,1200000.0,
995,tt0097057,The Child Eater,['Jonathan Tammuz'],['Lib Stephen'],"['Alun Armstrong', 'Jonathan Cecil', 'Anna Cropper']",['Short'],English,UK,15min,15min,,,,
996,tt0116583,The Hunchback of Notre Dame,"['Gary Trousdale', 'Kirk Wise']","['Tab Murphy', 'Victor Hugo', '24 more credits']","['Demi Moore', 'Jason Alexander', 'Mary Kay Bergman']","['Animation', 'Drama', 'Family', 'Musical', 'Romance']",English,USA,1h 31min,G,21-Jun-96,74.0,100000000.0,Buena Vista Pictures
997,tt0100076,The Lunch Date,['Adam Davidson'],['Adam Davidson'],"['Scotty Bloch', 'Clebert Ford', 'Bernard Johnson']","['Short', 'Drama']",English,USA,12min,12min,,,,
998,tt0104007,Contact,['Jonathan Darby'],['Jonathan Darby'],"['Brad Bovee', 'Elias Koteas', 'Ken Lesco']",['Short'],English,USA,30min,30min,,,,
999,tt0086510,Under Fire,['Roger Spottiswoode'],"['Clayton Frohman', 'Clayton Frohman', '1 more credit']","['Nick Nolte', 'Ed Harris', 'Gene Hackman']","['Drama', 'War']",English,USA,2h 8min,R,21-Oct-83,,9500000.0,Orion Pictures
1000,tt0133240,Treasure Planet,"['Ron Clements', 'John Musker']","['Robert Louis Stevenson', 'Ron Clements', '6 more credits']","['Joseph Gordon-Levitt', 'Emma Thompson', 'Martin Short']","['Animation', 'Adventure', 'Family', 'Sci-Fi']",English,USA,1h 35min,PG,27-Nov-02,60.0,140000000.0,Buena Vista Pictures
1001,tt1170358,The Hobbit: The Desolation of Smaug,['Peter Jackson'],"['Fran Walsh', 'Philippa Boyens', '3 more credits']","['Ian McKellen', 'Martin Freeman', 'Richard Armitage']","['Adventure', 'Fantasy']",English,New Zealand,2h 41min,PG-13,13-Dec-13,66.0,225000000.0,Fathom Events
1002,tt0083833,Diner,['Barry Levinson'],['Barry Levinson'],"['Steve Guttenberg', 'Mickey Rourke', 'Kevin Bacon']","['Comedy', 'Drama']",English,USA,1h 50min,R,21-May-82,82.0,5000000.0,Metro-Goldwyn-Mayer
1003,tt11421246,Saria,['Bryan Buckley'],['Bryan Buckley'],"['Estefanía Tellez', 'Gabriela Ramírez', 'Verónica Zúñiga']","['Short', 'Drama']",Spanish,USA,22min,22min,,,,
1004,tt1568911,War Horse,['Steven Spielberg'],"['Lee Hall', 'Richard Curtis', '2 more credits']","['Jeremy Irvine', 'Emily Watson', 'David Thewlis']","['Action', 'Adventure', 'Drama', 'History', 'War']",English,USA,2h 26min,PG-13,25-Dec-11,72.0,66000000.0,Touchstone Pictures
1005,tt0112917,The Dutch Master,['Susan Seidelman'],"['Jonathan Brett', 'Susan Seidelman']","['Mira Sorvino', 'Aida Turturro', 'Sharon Angela']","['Short', 'Romance', 'Comedy']",English,Germany,28min,28min,,,,
1006,tt0166813,Spirit: Stallion of the Cimarron,"['Kelly Asbury', 'Lorna Cook']","['John Fusco', 'Michael Lucker']","['Matt Damon', 'James Cromwell', 'Daniel Studi']","['Animation', 'Adventure', 'Drama', 'Family', 'Western']",English,USA,1h 23min,G,24-May-02,52.0,80000000.0,DreamWorks Distribution
1007,tt0114798,Unstrung Heroes,['Diane Keaton'],"['Franz Lidz', 'Richard LaGravenese']","['Andie MacDowell', 'John Turturro', 'Michael Richards']","['Comedy', 'Drama']",English,USA,1h 33min,PG,22-Sep-95,70.0,,Mill Creek Entertainment
1008,tt0086291,Sewing Woman,['Arthur Dong'],['Lorraine Dong'],"['Lisa Lu', 'Zem Ping Dong']","['Documentary', 'Short']",English,USA,14min,14min,,,,
1009,tt0110963,Queen Margot,['Patrice Chéreau'],"['Alexandre Dumas', 'Danièle Thompson', '2 more credits']","['Isabelle Adjani', 'Daniel Auteuil', 'Jean-Hugues Anglade']","['Biography', 'Drama', 'History', 'Romance']",French,France,2h 39min,R,9-Dec-94,,,Cohen Media Group
1010,tt0341588,Squash,['Lionel Bailliu'],['Lionel Bailliu'],"['Malcolm Conrath', 'Eric Savin']","['Short', 'Comedy', 'Drama', 'Sport']",French,France,27min,27min,,,,
1011,tt0093058,Full Metal Jacket,['Stanley Kubrick'],"['Stanley Kubrick', 'Michael Herr', '2 more credits']","['Matthew Modine', 'R. Lee Ermey', ""Vincent D'Onofrio""]","['Drama', 'War']",English,UK,1h 56min,R,10-Jul-87,76.0,30000000.0,Warner Bros.
1012,tt1819651,Raju,['Max Zähle'],"['Florian Kuhn', 'Max Zähle']","['Wotan Wilke Möhring', 'Julia Richter', 'Krish Gupta']","['Short', 'Drama']",German,Germany,24min,Not Rated,10-Feb-12,,,Film Movement
1013,tt6644200,A Quiet Place,['John Krasinski'],"['Bryan Woods', 'Scott Beck', '3 more credits']","['Emily Blunt', 'John Krasinski', 'Millicent Simmonds']","['Drama', 'Horror', 'Sci-Fi']",English,USA,1h 30min,PG-13,6-Apr-18,82.0,17000000.0,Paramount Pictures
1014,tt0097118,Korova,['Aleksandr Petrov'],"['Aleksandr Petrov', 'Andrey Platonov']","['Nikolai Gusarov', 'Lyubov Teplova', 'Kostya Panov']","['Animation', 'Short', 'Drama']",Russian,Soviet Union,10min,10min,,,,
1015,tt3778644,Solo: A Star Wars Story,['Ron Howard'],"['Jonathan Kasdan', 'Lawrence Kasdan', '1 more credit']","['Alden Ehrenreich', 'Woody Harrelson', 'Emilia Clarke']","['Action', 'Adventure', 'Sci-Fi']",English,USA,2h 15min,PG-13,25-May-18,62.0,275000000.0,Walt Disney Studios Motion Pictures
1016,tt1074638,Skyfall,['Sam Mendes'],"['Neal Purvis', 'Robert Wade', '2 more credits']","['Daniel Craig', 'Javier Bardem', 'Naomie Harris']","['Action', 'Adventure', 'Thriller']",English,UK,2h 23min,PG-13,9-Nov-12,81.0,200000000.0,20th Century Fox Home Entertainment
1017,tt0485601,The Secret of Kells,"['Tomm Moore', 'Nora Twomey']","['Tomm Moore', 'Fabrice Ziolkowski']","['Evan McGuire', 'Brendan Gleeson', 'Mick Lally']","['Animation', 'Adventure', 'Family', 'Fantasy']",English,France,1h 15min,Not Rated,22-Jun-16,81.0,8000000.0,GKIDS
1018,tt8946378,Knives Out,['Rian Johnson'],['Rian Johnson'],"['Daniel Craig', 'Chris Evans', 'Ana de Armas']","['Comedy', 'Crime', 'Drama', 'Mystery', 'Thriller']",English,USA,2h 10min,PG-13,27-Nov-19,82.0,40000000.0,Lionsgate
1019,tt0098635,When Harry Met Sally...,['Rob Reiner'],['Nora Ephron'],"['Billy Crystal', 'Meg Ryan', 'Carrie Fisher']","['Comedy', 'Drama', 'Romance']",English,USA,1h 35min,R,21-Jul-89,76.0,16000000.0,Columbia Pictures
1020,tt1095191,New Boy,['Steph Green'],"['Roddy Doyle', 'Steph Green']","['Olutunji Ebun-Cole', ""Simon O'Driscoll"", ""Fionn O'Shea""]","['Short', 'Drama']",English,Ireland,11min,11min,,,,Magnolia Pictures
1021,tt0077716,Ice Castles,['Donald Wrye'],"['Donald Wrye', 'Gary L. Baim', '1 more credit']","['Lynn-Holly Johnson', 'Robby Benson', 'Colleen Dewhurst']","['Drama', 'Romance', 'Sport']",English,USA,1h 48min,PG,31-Dec-78,51.0,,Columbia Pictures
1022,tt0095261,Gullah Tales,['Gary Moss'],['Gary Moss'],"['Barbara Gagrinsky', 'Janie Hunter', 'Stace McDaniel']",['Short'],English,USA,20min,20min,,,,
1023,tt0078869,The Black Hole,['Gary Nelson'],"['Jeb Rosebrook', 'Bob Barbash', '3 more credits']","['Maximilian Schell', 'Anthony Perkins', 'Robert Forster']","['Action', 'Sci-Fi']",English,USA,1h 38min,PG,21-Dec-79,52.0,20000000.0,Buena Vista Distribution Company
1024,tt0190861,Vatel,['Roland Joffé'],"['Jeanne Labrune', 'Tom Stoppard']","['Gérard Depardieu', 'Uma Thurman', 'Tim Roth']","['Biography', 'Drama', 'Romance']",English,France,1h 43min,PG-13,10-May-00,44.0,36000000.0,Miramax
1025,tt1136608,District 9,['Neill Blomkamp'],"['Neill Blomkamp', 'Terri Tatchell']","['Sharlto Copley', 'David James', 'Jason Cope']","['Action', 'Sci-Fi', 'Thriller']",English,South Africa,1h 52min,R,14-Aug-09,81.0,30000000.0,Sony Pictures Releasing
1026,tt0335119,Girl with a Pearl Earring,['Peter Webber'],"['Tracy Chevalier', 'Olivia Hetreed']","['Scarlett Johansson', 'Colin Firth', 'Tom Wilkinson']","['Biography', 'Drama', 'Romance']",English,UK,1h 40min,PG-13,30-Jan-04,72.0,12000000.0,Lions Gate Films
1027,tt0080319,Nine to Five,['Colin Higgins'],"['Patricia Resnick', 'Colin Higgins', '1 more credit']","['Jane Fonda', 'Lily Tomlin', 'Dolly Parton']",['Comedy'],English,USA,1h 49min,PG,19-Dec-80,58.0,10000000.0,Twentieth Century Fox
1028,tt0096933,Black Rain,['Ridley Scott'],"['Craig Bolotin', 'Warren Lewis']","['Michael Douglas', 'Andy Garcia', 'Ken Takakura']","['Action', 'Crime', 'Thriller']",English,USA,2h 5min,R,22-Sep-89,56.0,30000000.0,Paramount Pictures
1029,tt0304107,Gregors größte Erfindung,['Johannes Kiefer'],['Johannes Kiefer'],"['Alexander Beyer', 'Christel Peters', 'Ruth Nimbach']","['Short', 'Comedy', 'Adventure', 'Romance']",German,Germany,11min,11min,,,,
1030,tt0345672,Most,['Bobby Garabedian'],"['Bobby Garabedian', 'William Zabka']","['Vladimír Javorský', 'Linda Rybová', 'Ladislav Ondrej']","['Short', 'Drama']",English,USA,29min,29min,,,,
1031,tt0093773,Predator,['John McTiernan'],"['Jim Thomas', 'John Thomas']","['Arnold Schwarzenegger', 'Carl Weathers', 'Kevin Peter Hall']","['Action', 'Adventure', 'Sci-Fi', 'Thriller']",English,USA,1h 47min,R,12-Jun-87,45.0,15000000.0,Twentieth Century Fox
1032,tt0107756,Orlando,['Sally Potter'],"['Sally Potter', 'Virginia Woolf']","['Tilda Swinton', 'Billy Zane', 'Quentin Crisp']","['Biography', 'Drama', 'Fantasy', 'Romance']",English,UK,1h 34min,PG-13,9-Jun-93,74.0,4000000.0,Sony Pictures Classics
1033,tt0166485,Anna and the King,['Andy Tennant'],"['Anna Leonowens', 'Steve Meerson', '1 more credit']","['Jodie Foster', 'Yun-Fat Chow', 'Bai Ling']","['Drama', 'History', 'Romance']",English,USA,2h 28min,PG-13,17-Dec-99,56.0,92000000.0,Fox 2000 Pictures
1034,tt0079126,Every Child,['Eugene Fedorenko'],"['Derek Lamb', 'Bernard Carez', '1 more credit']","['Bernard Carez', 'Sophie Cowling', 'Raymond Pollender']","['Family', 'Comedy', 'Animation', 'Short']",English,Canada,6min,6min,,,,
1035,tt0808417,Persepolis,"['Vincent Paronnaud', 'Marjane Satrapi']","['Marjane Satrapi', 'Vincent Paronnaud']","['Chiara Mastroianni', 'Catherine Deneuve', 'Gena Rowlands']","['Animation', 'Biography', 'Drama', 'Family', 'History', 'War']",French,France,1h 36min,PG-13,22-Feb-08,90.0,7300000.0,Sony Pictures Classics
1036,tt2066051,Rocketman,['Dexter Fletcher'],['Lee Hall'],"['Taron Egerton', 'Jamie Bell', 'Richard Madden']","['Biography', 'Drama', 'Music', 'Musical']",English,UK,2h 1min,R,31-May-19,69.0,40000000.0,Paramount Pictures
1037,tt0086465,Trading Places,['John Landis'],"['Timothy Harris', 'Herschel Weingrod']","['Eddie Murphy', 'Dan Aykroyd', 'Ralph Bellamy']",['Comedy'],English,USA,1h 56min,R,8-Jun-83,69.0,15000000.0,Paramount Pictures
