,IMDBId,movie title,language,country,runtime (mins),mpaarating,metacritic score,budget,distributionCompany,Awards,Total_Noms,writer1,writer2,director,Lead_Actor,Supporting_Actor_1,Supporting_Actor_2,genre,main_genre,subgenre,release_date,season,Award_Year,Awards_Best Actor in a Leading Role,Awards_Best Actor in a Supporting Role,Awards_Best Actress in a Leading Role,Awards_Best Art Direction-Set Decoration,Awards_Best Cinematography,Awards_Best Director,Awards_Best Film Editing,Awards_Best Motion Picture of the Year,Awards_Best Picture,Awards_Best Sound,Dir_Prev_Score,Director_Avg_Score,Total_Director_Movies,Lead_Actor_Prev_Score,Lead_Actor_Avg_Score,Total_Movies_Lead_Actor,Award_Prev_Score,Award_Avg_Score,Avg_Rating_by_Genre,Avg_Rating_by_MPAA_Rating,Avg_Rating_by_season,Avg_Rating_by_Distribution_company,Writer_Prev_Score,Avg_Rating_by_writer,Buena Vista Pictures,Columbia Pictures,Focus Features,Miramax,Paramount Pictures,Sony Pictures Classics,Twentieth Century Fox,Universal Pictures,Walt Disney Studios Motion Pictures,Warner Bros.,Genre_Action,Genre_Adventure,Genre_Animation,Genre_Biography,Genre_Comedy,Genre_Crime,Genre_Documentary,Genre_Drama,Genre_Horror,Genre_Mystery,Subgenre_Adventure,Subgenre_Comedy,Subgenre_Crime,Subgenre_Drama,Subgenre_Fantasy,Subgenre_History,Subgenre_Music,Subgenre_Mystery,Subgenre_Romance,Subgenre_Thriller,Director_Barry Levinson,Director_Clint Eastwood,Director_Martin Scorsese,Director_Ridley Scott,Director_Robert Zemeckis,Director_Ron Howard,Director_Stephen Frears,Director_Steven Spielberg,Director_Tim Burton,Director_Woody Allen,Lead_Actor_Brad Pitt,Lead_Actor_Denzel Washington,Lead_Actor_Harrison Ford,Lead_Actor_Johnny Depp,Lead_Actor_Leonardo DiCaprio,Lead_Actor_Meryl Streep,Lead_Actor_Michael Douglas,Lead_Actor_Robin Williams,Lead_Actor_Tom Cruise,Lead_Actor_Tom Hanks,Fall,Spring,Summer,Winter,G,Not Rated,PG,PG-13,R,Unrated,Writer_Aaron Sorkin,Writer_George Miller,Writer_Joel Coen,Writer_John Logan,Writer_Lawrence Kasdan,Writer_Lee Hall,Writer_Paul Thomas Anderson,Writer_Pedro Almodóvar,Writer_Quentin Tarantino,Writer_Woody Allen
1966,tt0089606,My Life as a Dog,Swedish,Sweden,101,Unrated,82.0,,Skouras Pictures,Best Director,2,Reidar Jönsson,Lasse Hallström,Lasse Hallström,Anton Glanzelius,Tomas von Brömssen,Anki Lidén,Drama' 'Comedy,Drama,Comedy,1987-05-01,Spring,1987.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,4,,,1,76.0,79.0,82.0,74.2,68.07826086956521,82.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,
1968,tt0172495,Gladiator,English,USA,155,R,67.0,103000000.0,DreamWorks Distribution,Best Actor in a Leading Role,12,David Franzoni,David Franzoni,Ridley Scott,Russell Crowe,Joaquin Phoenix,Connie Nielsen,Action' 'Adventure,Action,Adventure,2000-05-05,Spring,2000.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,72.0,9,84.0,84.0,6,70.0,72.0,66.54117647058824,74.00187265917603,68.07826086956521,71.88235294117646,63.0,63.0,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0,1,0,0,0,0,0,0,1,0,,,,,,,,,,
1980,tt0114814,The Usual Suspects,English,USA,106,R,77.0,6000000.0,Gramercy Pictures,Best Actor in a Supporting Role,2,Christopher McQuarrie,,Bryan Singer,Kevin Spacey,Gabriel Byrne,Chazz Palminteri,Crime' 'Mystery,Crime,Mystery,1995-08-16,Summer,1995.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,3,,,3,83.0,80.0,77.0,74.00187265917603,72.34599156118144,76.5,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,1,0,,,,,,,,,,
1982,tt1193138,Up in the Air,English,USA,109,R,83.0,25000000.0,Paramount Pictures,Best Motion Picture of the Year,5,Walter Kirn,Jason Reitman,Jason Reitman,George Clooney,Vera Farmiga,Anna Kendrick,Comedy' 'Drama,Comedy,Drama,2009-12-23,Winter,2009.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,81.0,81.0,2,83.0,82.5,8,83.0,80.5,75.18518518518519,74.00187265917603,72.63362068965517,66.97029702970298,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,
1987,tt0114287,Rob Roy,English,UK,139,R,55.0,28000000.0,United Artists,Best Actor in a Supporting Role,1,Alan Sharp,,Michael Caton-Jones,Liam Neeson,Jessica Lange,John Hurt,Adventure' 'Biography,Adventure,Biography,1995-04-14,Spring,1995.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,94.0,94.0,3,70.0,81.0,73.0,74.00187265917603,68.07826086956521,74.92857142857143,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,1,0,,,,,,,,,,
1988,tt1821593,Rundskop,Flemish,Belgium,129,R,68.0,,Drafthouse Films,Best Foreign Language Film of the Year,1,Michaël R. Roskam,,Michaël R. Roskam,Matthias Schoenaerts,Jeroen Perceval,Jeanne Dandoy,Crime' 'Drama,Crime,Drama,2011-02-02,Winter,2011.0,,,,,,,,,,,,,1,,,1,80.0,69.5,73.75,74.00187265917603,72.63362068965517,68.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,
1989,tt2024519,The Broken Circle Breakdown,Flemish,Belgium,111,Not Rated,70.0,3500000.0,Tribeca Film,Best Foreign Language Film of the Year,1,Johan Heldenbergh,Mieke Dobbels,Felix van Groeningen,Veerle Baetens,Johan Heldenbergh,Nell Cattrysse,Drama' 'Music,Drama,Music,2012-10-10,Fall,2012.0,,,,,,,,,,,,,1,,,1,84.0,82.5,66.48148148148148,78.44117647058823,72.53125,77.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,,,,,,,,,,
1990,tt1315981,A Single Man,English,USA,99,R,77.0,7000000.0,The Weinstein Company,Best Performance by an Actor in a Leading Role,1,Christopher Isherwood,Tom Ford,Tom Ford,Colin Firth,Julianne Moore,Matthew Goode,Drama' 'Romance,Drama,Romance,2010-02-05,Winter,2010.0,,,,,,,,,,,,,2,55.0,55.0,3,83.0,78.5,71.075,74.00187265917603,72.63362068965517,70.31818181818181,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,
1991,tt0358273,Walk the Line,English,USA,136,PG-13,72.0,28000000.0,Twentieth Century Fox,Best Performance by an Actor in a Leading Role,5,Johnny Cash,Johnny Cash,James Mangold,Joaquin Phoenix,Reese Witherspoon,Ginnifer Goodwin,Biography' 'Drama,Biography,Drama,2005-11-18,Fall,2005.0,,,,,,,,,,,44.0,47.5,5,48.0,48.0,4,68.0,73.5,73.6046511627907,69.28664495114006,72.53125,70.2948717948718,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,0,0,,,,,,,,,,
1996,tt0087781,The Natural,English,USA,138,PG,61.0,28000000.0,TriStar Pictures,Best Actress in a Supporting Role,4,Bernard Malamud,Roger Towne,Barry Levinson,Robert Redford,Robert Duvall,Glenn Close,Drama' 'Sport,Drama,Sport,1984-05-11,Spring,1984.0,,,,,,,,,,,82.0,82.0,8,54.0,59.0,4,60.0,64.0,71.42857142857143,69.61320754716981,68.07826086956521,62.27272727272727,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0,1,0,0,0,0,1,0,0,0,,,,,,,,,,
2000,tt0810819,The Danish Girl,English,UK,119,R,66.0,15000000.0,Focus Features,Best Performance by an Actor in a Leading Role,4,Lucinda Coxon,David Ebershoff,Tom Hooper,Eddie Redmayne,Alicia Vikander,Amber Heard,Biography' 'Drama,Biography,Drama,2016-01-22,Winter,2016.0,,,,,,,,,,,63.0,75.5,3,72.0,72.0,3,60.0,71.0,73.6046511627907,74.00187265917603,72.63362068965517,78.0,,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,
2004,tt0116282,Fargo,English,USA,98,R,85.0,7000000.0,Gramercy Pictures,Best Actor in a Supporting Role,7,Ethan Coen,Joel Coen,Joel Coen,William H. Macy,Frances McDormand,Steve Buscemi,Crime' 'Drama,Crime,Drama,1996-04-05,Spring,1996.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,69.0,3,,,2,47.0,60.5,73.75,74.00187265917603,68.07826086956521,76.5,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,1,0,,,,,,,,,,
2011,tt0090110,Sweet Dreams,English,USA,115,PG-13,65.0,37683333.333333336,TriStar Pictures,Best Actress in a Leading Role,1,Robert Getchell,,Karel Reisz,Jessica Lange,Ed Harris,Ann Wedgeworth,Biography' 'Drama,Biography,Drama,1985-10-11,Fall,1985.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,2,48.0,48.0,2,52.0,65.0,73.6046511627907,69.28664495114006,72.53125,62.27272727272727,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,0,0,,,,,,,,,,
2012,tt0247425,In the Bedroom,English,USA,131,R,86.0,1700000.0,Miramax,Best Picture,5,Andre Dubus,Robert Festinger,Todd Field,Tom Wilkinson,Sissy Spacek,Nick Stahl,Crime' 'Drama,Crime,Drama,2002-02-08,Winter,2002.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,2,,,1,90.0,81.0,73.75,74.00187265917603,72.63362068965517,74.23529411764706,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,
2017,tt0298845,In America,English,Ireland,105,PG-13,76.0,13405238.095238095,Fox Searchlight Pictures,Best Actress in a Leading Role,3,Jim Sheridan,Naomi Sheridan,Jim Sheridan,Paddy Considine,Samantha Morton,Djimon Hounsou,Drama,Drama,,2004-02-06,Winter,2004.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,90.5,3,,,1,74.0,72.0,75.48351648351648,69.28664495114006,72.63362068965517,78.71875,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,,,,,,,,,,
2020,tt5294550,All the Money in the World,English,USA,132,R,72.0,50000000.0,Sony Pictures Releasing,Best Performance by an Actor in a Supporting Role,1,David Scarpa,John Pearson,Ridley Scott,Michelle Williams,Christopher Plummer,Mark Wahlberg,Biography' 'Crime,Biography,Crime,2017-12-25,Winter,2017.0,,,,,,,,,,,80.0,72.0,9,65.0,65.0,2,92.0,79.5,76.21052631578948,74.00187265917603,72.63362068965517,75.0,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,
2021,tt0082031,Arthur,English,USA,97,PG,69.0,7000000.0,Orion Pictures,Best Actor in a Leading Role,4,Steve Gordon,,Steve Gordon,Dudley Moore,Liza Minnelli,John Gielgud,Comedy' 'Romance,Comedy,Romance,1981-07-17,Summer,1981.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,,,1,85.0,87.0,60.5,69.61320754716981,72.34599156118144,69.95238095238095,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,1,0,0,0,,,,,,,,,,
2025,tt0857191,The Visitor,English,USA,104,PG-13,79.0,4000000.0,Anchor Bay Entertainment,Best Performance by an Actor in a Leading Role,1,Tom McCarthy,,Tom McCarthy,Richard Jenkins,Haaz Sleiman,Danai Gurira,Drama,Drama,,2008-05-23,Spring,2008.0,,,,,,,,,,,,,2,,,1,83.0,74.0,75.48351648351648,69.28664495114006,68.07826086956521,79.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,1,0,0,,,,,,,,,,
2026,tt0118749,Boogie Nights,English,USA,155,R,85.0,15000000.0,New Line Cinema,Best Actor in a Supporting Role,3,Paul Thomas Anderson,,Paul Thomas Anderson,Mark Wahlberg,Julianne Moore,Burt Reynolds,Drama,Drama,,1997-10-31,Fall,1997.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,5,,,2,85.0,66.0,75.48351648351648,74.00187265917603,72.53125,69.55555555555556,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2029,tt1379182,Dogtooth,Greek,Greece,97,Not Rated,73.0,1000000.0,Kino International,Best Foreign Language Film of the Year,1,Efthymis Filippou,Yorgos Lanthimos,Yorgos Lanthimos,Christos Stergioglou,Michele Valley,Angeliki Papoulia,Drama' 'Thriller,Drama,Thriller,2009-11-11,Fall,2009.0,,,,,,,,,,,,,3,,,1,82.0,75.0,75.42857142857143,78.44117647058823,72.53125,76.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,1,0,0,0,0,,,,,,,,,,
2030,tt0080979,Kagemusha,Japanese,Japan,162,PG,84.0,6000000.0,Twentieth Century Fox,Best Art Direction-Set Decoration,2,Masato Ide,Akira Kurosawa,Akira Kurosawa,Tatsuya Nakadai,Tsutomu Yamazaki,"""Ken'ichi Hagiwara""",Drama' 'History,Drama,History,1980-10-10,Fall,1980.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2,,,2,82.0,65.0,70.2,69.61320754716981,72.53125,70.2948717948718,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,,,,,,,,,,
2032,tt1206488,La teta asustada,Spanish,Spain,94,Unrated,68.0,,Olive Films,Best Foreign Language Film of the Year,1,Claudia Llosa,,Claudia Llosa,Magaly Solier,Susi Sánchez,Efraín Solís,Drama' 'Music,Drama,Music,,Fall,,,,,,,,,,,,,,1,,,1,72.0,82.5,66.48148148148148,74.2,72.53125,68.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,
2033,tt0119488,L.A. Confidential,English,USA,138,R,90.0,35000000.0,Warner Bros.,Best Actress in a Supporting Role,9,James Ellroy,Brian Helgeland,Curtis Hanson,Kevin Spacey,Russell Crowe,Guy Pearce,Crime' 'Drama,Crime,Drama,1997-09-19,Fall,1997.0,,,,,,,,,,,,,3,77.0,77.0,3,70.0,65.5,73.75,74.00187265917603,72.53125,68.94949494949495,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,
2042,tt5186714,The Salesman,Persian,Iran,124,PG-13,85.0,5000000.0,Amazon Studios,Best Foreign Language Film of the Year,1,Asghar Farhadi,,Asghar Farhadi,Shahab Hosseini,Taraneh Alidoosti,Mina Sadati,Drama' 'Thriller,Drama,Thriller,2016-08-31,Summer,2016.0,,,,,,,,,,,95.0,95.0,2,,,1,75.0,78.0,75.42857142857143,69.28664495114006,72.34599156118144,84.75,95.0,95.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,
2043,tt0117381,Primal Fear,English,USA,129,R,47.0,30000000.0,Paramount Pictures,Best Actor in a Supporting Role,1,William Diehl,Steve Shagan,Gregory Hoblit,Richard Gere,Laura Linney,Edward Norton,Crime' 'Drama,Crime,Drama,1996-04-03,Spring,1996.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,51.0,63.0,4,74.0,75.5,73.75,74.00187265917603,68.07826086956521,66.97029702970298,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,1,0,,,,,,,,,,
2044,tt0112641,Casino,English,France,178,R,73.0,52000000.0,Universal Pictures,Best Actress in a Leading Role,1,Nicholas Pileggi,Nicholas Pileggi,Martin Scorsese,Robert De Niro,Sharon Stone,Joe Pesci,Crime' 'Drama,Crime,Drama,1995-11-22,Fall,1995.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,81.5,15,73.0,73.5,8,66.0,76.5,73.75,74.00187265917603,72.53125,67.13953488372093,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,
2045,tt4995790,The Square,Swedish,Sweden,151,R,73.0,2900000.0,Magnolia Pictures,Best Foreign Language Film of the Year,1,Ruben Östlund,,Ruben Östlund,Claes Bang,Elisabeth Moss,Dominic West,Comedy' 'Drama,Comedy,Drama,2017-08-25,Summer,2017.0,,,,,,,,,,,,,1,,,1,86.0,89.5,75.18518518518519,74.00187265917603,72.34599156118144,80.9090909090909,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,1,0,,,,,,,,,,
2046,tt0118566,Afterglow,English,USA,119,R,68.0,11936764.705882356,Sony Pictures Classics,Best Actress in a Leading Role,1,Alan Rudolph,,Alan Rudolph,Nick Nolte,Julie Christie,Lara Flynn Boyle,Comedy' 'Drama,Comedy,Drama,1998-03-20,Winter,1998.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,80.0,80.0,3,73.0,74.0,75.18518518518519,74.00187265917603,72.63362068965517,79.95454545454545,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,
2047,tt6266538,Vice,English,USA,132,R,61.0,60000000.0,Annapurna Distribution,Best Motion Picture of the Year,8,Adam McKay,,Adam McKay,Christian Bale,Amy Adams,Steve Carell,Biography' 'Comedy,Biography,Comedy,2018-12-25,Winter,2018.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,81.0,81.0,2,81.0,85.5,7,91.0,93.5,72.25,74.00187265917603,72.63362068965517,61.0,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,
2055,tt0414055,Elizabeth: The Golden Age,English,UK,114,PG-13,45.0,55000000.0,Universal Pictures,Best Performance by an Actress in a Leading Role,2,William Nicholson,Michael Hirst,Shekhar Kapur,Cate Blanchett,Clive Owen,Geoffrey Rush,Biography' 'Drama,Biography,Drama,2007-10-12,Fall,2007.0,,,,,,,,,,,75.0,75.0,2,73.0,74.0,5,66.0,77.0,73.6046511627907,69.28664495114006,72.53125,67.13953488372093,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,0,0,,,,,,,,,,
2057,tt0094737,Big,English,USA,104,PG,73.0,18000000.0,Twentieth Century Fox,Best Actor in a Leading Role,2,Gary Ross,Anne Spielberg,Penny Marshall,Tom Hanks,Elizabeth Perkins,Robert Loggia,Comedy' 'Drama,Comedy,Drama,1988-06-03,Summer,1988.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2,71.0,71.0,19,77.0,66.5,75.18518518518519,69.61320754716981,72.34599156118144,70.2948717948718,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,1,0,0,0,1,0,0,0,,,,,,,,,,
2059,tt0993846,The Wolf of Wall Street,English,USA,180,R,75.0,100000000.0,Paramount Pictures,Best Motion Picture of the Year,5,Terence Winter,Jordan Belfort,Martin Scorsese,Leonardo DiCaprio,Jonah Hill,Margot Robbie,Biography' 'Crime,Biography,Crime,2013-12-25,Winter,2013.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,83.0,84.0,15,74.0,71.5,12,90.0,83.5,76.21052631578948,74.00187265917603,72.63362068965517,66.97029702970298,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,
2064,tt0099077,Awakenings,English,USA,121,PG-13,74.0,31000000.0,Columbia Pictures,Best Actor in a Leading Role,3,Oliver Sacks,Steven Zaillian,Penny Marshall,Robert De Niro,Robin Williams,Julie Kavner,Biography' 'Drama,Biography,Drama,1991-01-11,Winter,1991.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,73.0,2,90.0,72.5,8,79.0,75.5,73.6046511627907,69.28664495114006,72.63362068965517,68.90277777777777,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,,,,,,,,,,
