,IMDBId,movie title,language,country,runtime (mins),mpaarating,metacritic score,budget,distributionCompany,Awards,Total_Noms,writer1,writer2,director,Lead_Actor,Supporting_Actor_1,Supporting_Actor_2,genre,main_genre,subgenre,release_date,season,Award_Year,Awards_Best Actor in a Leading Role,Awards_Best Actor in a Supporting Role,Awards_Best Actress in a Leading Role,Awards_Best Art Direction-Set Decoration,Awards_Best Cinematography,Awards_Best Director,Awards_Best Film Editing,Awards_Best Motion Picture of the Year,Awards_Best Picture,Awards_Best Sound,Dir_Prev_Score,Director_Avg_Score,Total_Director_Movies,Lead_Actor_Prev_Score,Lead_Actor_Avg_Score,Total_Movies_Lead_Actor,Award_Prev_Score,Award_Avg_Score,Avg_Rating_by_Genre,Avg_Rating_by_MPAA_Rating,Avg_Rating_by_season,Avg_Rating_by_Distribution_company,Writer_Prev_Score,Avg_Rating_by_writer,Buena Vista Pictures,Columbia Pictures,Focus Features,Miramax,Paramount Pictures,Sony Pictures Classics,Twentieth Century Fox,Universal Pictures,Walt Disney Studios Motion Pictures,Warner Bros.,Genre_Action,Genre_Adventure,Genre_Animation,Genre_Biography,Genre_Comedy,Genre_Crime,Genre_Documentary,Genre_Drama,Genre_Horror,Genre_Mystery,Subgenre_Adventure,Subgenre_Comedy,Subgenre_Crime,Subgenre_Drama,Subgenre_Fantasy,Subgenre_History,Subgenre_Music,Subgenre_Mystery,Subgenre_Romance,Subgenre_Thriller,Director_Barry Levinson,Director_Clint Eastwood,Director_Martin Scorsese,Director_Ridley Scott,Director_Robert Zemeckis,Director_Ron Howard,Director_Stephen Frears,Director_Steven Spielberg,Director_Tim Burton,Director_Woody Allen,Lead_Actor_Brad Pitt,Lead_Actor_Denzel Washington,Lead_Actor_Harrison Ford,Lead_Actor_Johnny Depp,Lead_Actor_Leonardo DiCaprio,Lead_Actor_Meryl Streep,Lead_Actor_Michael Douglas,Lead_Actor_Robin Williams,Lead_Actor_Tom Cruise,Lead_Actor_Tom Hanks,Fall,Spring,Summer,Winter,G,Not Rated,PG,PG-13,R,Unrated,Writer_Aaron Sorkin,Writer_George Miller,Writer_Joel Coen,Writer_John Logan,Writer_Lawrence Kasdan,Writer_Lee Hall,Writer_Paul Thomas Anderson,Writer_Pedro Almodóvar,Writer_Quentin Tarantino,Writer_Woody Allen
2067,tt0095765,Cinema Paradiso,Italian,Italy,155,R,80.0,5000000.0,Miramax,Best Foreign Language Film,1,Giuseppe Tornatore,Giuseppe Tornatore,Giuseppe Tornatore,Philippe Noiret,Enzo Cannavale,Antonella Attili,Drama,Drama,,1990-02-23,Winter,1990.0,,,,,,,,,,,,,1,,,1,85.0,81.5,75.48351648351648,74.00187265917603,72.63362068965517,74.23529411764706,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,
2068,tt0105323,Scent of a Woman,English,USA,156,R,59.0,31000000.0,Universal Pictures,Best Actor in a Leading Role,4,Giovanni Arpino,Bo Goldman,Martin Brest,Al Pacino,"""Chris O'Donnell""",James Rebhorn,Drama,Drama,,1993-01-08,Winter,1993.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,66.0,2,82.0,71.0,4,47.0,60.0,75.48351648351648,74.00187265917603,72.63362068965517,67.13953488372093,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,
2072,tt0086425,Terms of Endearment,English,USA,132,PG,79.0,8000000.0,Paramount Pictures,Best Actor in a Supporting Role,9,Larry McMurtry,James L. Brooks,James L. Brooks,Shirley MacLaine,Debra Winger,Jack Nicholson,Comedy' 'Drama,Comedy,Drama,1983-12-09,Winter,1983.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,3,,,2,75.0,69.0,75.18518518518519,69.61320754716981,72.63362068965517,66.97029702970298,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,1,0,0,0,,,,,,,,,,
2081,tt0454921,The Pursuit of Happyness,English,USA,117,PG-13,64.0,55000000.0,Columbia Pictures,Best Performance by an Actor in a Leading Role,1,Steve Conrad,,Gabriele Muccino,Will Smith,Thandie Newton,Jaden Smith,Biography' 'Drama,Biography,Drama,2006-12-15,Winter,2006.0,,,,,,,,,,,,,1,48.0,56.5,4,64.0,74.5,73.6046511627907,69.28664495114006,72.63362068965517,68.90277777777777,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,1,0,0,,,,,,,,,,
2082,tt0097441,Glory,English,USA,122,R,78.0,18000000.0,Columbia TriStar Home Entertainment,Best Actor in a Supporting Role,5,Kevin Jarre,Lincoln Kirstein,Edward Zwick,Matthew Broderick,Denzel Washington,Cary Elwes,Biography' 'Drama,Biography,Drama,1990-02-16,Winter,1990.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,4,77.0,77.0,4,77.0,72.5,73.6046511627907,74.00187265917603,72.63362068965517,77.0,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,
2087,tt1340107,In a Better World,Danish,Denmark,118,R,65.0,5500000.0,Sony Pictures Classics,Best Foreign Language Film of the Year,1,Anders Thomas Jensen,Susanne Bier,Susanne Bier,Mikael Persbrandt,Trine Dyrholm,Markus Rygaard,Drama' 'Romance,Drama,Romance,2010-08-26,Summer,2010.0,,,,,,,,,,,78.0,78.0,2,,,1,80.0,85.0,71.075,74.00187265917603,72.34599156118144,79.95454545454545,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,1,0,,,,,,,,,,
2088,tt0091217,Hoosiers,English,UK,114,PG,76.0,6000000.0,Orion Pictures,Best Actor in a Supporting Role,2,Angelo Pizzo,,David Anspaugh,Gene Hackman,Barbara Hershey,Dennis Hopper,Drama' 'Sport,Drama,Sport,1987-02-27,Winter,1987.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,58.0,58.0,4,92.0,87.5,71.42857142857143,69.61320754716981,72.63362068965517,69.95238095238095,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,1,0,0,0,,,,,,,,,,
2090,tt0140888,Central Station,Portuguese,Brazil,110,R,80.0,2900000.0,Sony Pictures Classics,Best Actress in a Leading Role,2,Marcos Bernstein,João Emanuel Carneiro,Walter Salles,Fernanda Montenegro,Vinícius de Oliveira,Marília Pêra,Drama,Drama,,1998-11-20,Fall,1998.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2,,,1,63.0,65.5,75.48351648351648,74.00187265917603,72.53125,79.95454545454545,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,
2092,tt0350258,Ray,English,USA,152,PG-13,73.0,40000000.0,Universal Pictures,Best Motion Picture of the Year,6,Taylor Hackford,James L. White,Taylor Hackford,Jamie Foxx,Regina King,Kerry Washington,Biography' 'Drama,Biography,Drama,2004-10-29,Fall,2004.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,75.0,75.0,2,,,2,,,73.6046511627907,69.28664495114006,72.53125,67.13953488372093,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,0,0,,,,,,,,,,
2098,tt0087365,Greystoke,English,UK,143,PG,62.0,30000000.0,Warner Bros.,Best Actor in a Supporting Role,3,Edgar Rice Burroughs,Robert Towne,Hugh Hudson,Christopher Lambert,Andie MacDowell,Ralph Richardson,Adventure' 'Drama,Adventure,Drama,1984-03-30,Winter,1984.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,78.0,2,,,1,91.0,76.0,70.24137931034483,69.61320754716981,72.63362068965517,68.94949494949495,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,1,0,0,0,,,,,,,,,,
2101,tt0088213,Swing Shift,English,USA,100,PG,60.0,15000000.0,Warner Bros.,Best Actress in a Supporting Role,1,Nancy Dowd,,Jonathan Demme,Goldie Hawn,Kurt Russell,Christine Lahti,Drama' 'Romance,Drama,Romance,1984-04-13,Spring,1984.0,,,,,,,,,,,,,6,59.0,59.0,3,68.0,64.5,71.075,69.61320754716981,68.07826086956521,68.94949494949495,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,1,0,0,0,,,,,,,,,,
2102,tt3544082,45 Years,English,UK,91,R,94.0,,Sundance Selects,Best Performance by an Actress in a Leading Role,1,Andrew Haigh,David Constantine,Andrew Haigh,Charlotte Rampling,Tom Courtenay,Geraldine James,Drama' 'Romance,Drama,Romance,2015-08-28,Summer,2015.0,,,,,,,,,,,,,1,,,1,72.0,74.0,71.075,74.00187265917603,72.34599156118144,91.5,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,1,0,,,,,,,,,,
2103,tt1727824,Bohemian Rhapsody,English,UK,134,PG-13,49.0,52000000.0,Twentieth Century Fox,Best Motion Picture of the Year,5,Anthony McCarten,Peter Morgan,Bryan Singer,Rami Malek,Lucy Boynton,Gwilym Lee,Biography' 'Drama,Biography,Drama,2018-11-02,Fall,2018.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,72.0,74.5,3,,,1,88.0,85.5,73.6046511627907,69.28664495114006,72.53125,70.2948717948718,75.0,73.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,1,0,0,,,,,,,,,,
2108,tt0090985,The Decline of the American Empire,French,Canada,101,R,60.0,,Cineplex Odeon Films,Best Foreign Language Film,1,Denys Arcand,Gabriel Arcand,Denys Arcand,Dominique Michel,Dorothée Berryman,Louise Portal,Comedy' 'Drama,Comedy,Drama,1986-11-14,Fall,1986.0,,,,,,,,,,,,,2,,,1,56.0,50.0,75.18518518518519,74.00187265917603,72.53125,60.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,
2109,tt1164999,Biutiful,Spanish,Mexico,148,R,58.0,8000000.0,LD Entertainment,Best Performance by an Actor in a Leading Role,2,Alejandro G. Iñárritu,Alejandro G. Iñárritu,Alejandro G. Iñárritu,Javier Bardem,Maricel Álvarez,Hanaa Bouchaib,Drama' 'Romance,Drama,Romance,2011-02-04,Winter,2011.0,,,,,,,,,,,69.0,69.5,6,74.0,79.5,3,77.0,80.0,71.075,74.00187265917603,72.63362068965517,57.5,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,
2111,tt3281548,Little Women,English,USA,135,PG,91.0,40000000.0,Columbia Pictures,Best Motion Picture of the Year,9,Greta Gerwig,Louisa May Alcott,Greta Gerwig,Saoirse Ronan,Emma Watson,Florence Pugh,Drama' 'Romance,Drama,Romance,2019-12-25,Winter,2019.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,94.0,94.0,2,60.0,77.0,4,94.0,94.0,71.075,69.61320754716981,72.63362068965517,68.90277777777777,94.0,94.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,1,0,0,0,,,,,,,,,,
2117,tt0120885,Wag the Dog,English,USA,97,R,73.0,15000000.0,New Line Cinema,Best Actor in a Leading Role,2,Larry Beinhart,Hilary Henkin,Barry Levinson,Dustin Hoffman,Robert De Niro,Anne Heche,Comedy' 'Drama,Comedy,Drama,1998-01-09,Winter,1998.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,64.5,8,65.0,76.5,4,67.0,63.0,75.18518518518519,74.00187265917603,72.63362068965517,69.55555555555556,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,
2119,tt6394270,Bombshell,English,Canada,109,R,64.0,32000000.0,Lionsgate,Best Performance by an Actress in a Leading Role,3,Charles Randolph,,Jay Roach,Charlize Theron,Nicole Kidman,Margot Robbie,Biography' 'Drama,Biography,Drama,2019-12-20,Winter,2019.0,,,,,,,,,,,60.0,66.5,4,84.0,76.0,4,66.0,66.0,73.6046511627907,74.00187265917603,72.63362068965517,77.78571428571429,81.0,81.0,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,
2122,tt0478134,In the Valley of Elah,English,USA,121,R,65.0,15263636.363636365,Warner Independent Pictures,Best Performance by an Actor in a Leading Role,1,Paul Haggis,Mark Boal,Paul Haggis,Tommy Lee Jones,Charlize Theron,Jonathan Tucker,Crime' 'Drama,Crime,Drama,2007-09-28,Fall,2007.0,,,,,,,,,,,66.0,66.0,2,,,2,82.0,82.0,73.75,74.00187265917603,72.53125,76.83333333333333,66.0,76.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,
2123,tt0119217,Good Will Hunting,English,USA,126,R,70.0,10000000.0,Miramax,Best Actor in a Leading Role,9,Matt Damon,Ben Affleck,Gus Van Sant,Robin Williams,Matt Damon,Ben Affleck,Drama' 'Romance,Drama,Romance,1998-01-09,Winter,1998.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2,72.0,62.5,9,73.0,70.0,71.075,74.00187265917603,72.63362068965517,74.23529411764706,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,
2132,tt0081974,Absence of Malice,English,USA,116,PG,64.0,12000000.0,Columbia Pictures,Best Actor in a Leading Role,3,Kurt Luedtke,,Sydney Pollack,Paul Newman,Sally Field,Bob Balaban,Drama' 'Romance,Drama,Romance,1981-12-18,Winter,1981.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,6,,,6,69.0,77.0,71.075,69.61320754716981,72.63362068965517,68.90277777777777,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,1,0,0,0,,,,,,,,,,
2135,tt5580036,"I, Tonya",English,UK,119,R,77.0,11000000.0,30WEST,Best Performance by an Actress in a Leading Role,3,Steven Rogers,,Craig Gillespie,Margot Robbie,Sebastian Stan,Allison Janney,Biography' 'Comedy,Biography,Comedy,2018-01-19,Winter,2018.0,,,,,,,,,,,70.0,70.0,2,,,1,81.0,85.0,72.25,74.00187265917603,72.63362068965517,77.0,44.0,44.0,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,
2138,tt0298228,Whale Rider,English,New Zealand,101,PG-13,80.0,3500000.0,Newmarket Films,Best Actress in a Leading Role,1,Niki Caro,Witi Ihimaera,Niki Caro,Keisha Castle-Hughes,Rawiri Paratene,Vicky Haughton,Drama' 'Family,Drama,Family,2003-08-29,Summer,2003.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2,,,1,84.0,72.5,76.28571428571429,69.28664495114006,72.34599156118144,72.6,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,
2139,tt0299977,Ying xiong,Mandarin,China,120,PG-13,85.0,31000000.0,Walt Disney Studios Home Entertainment,Best Foreign Language Film,1,Feng Li,Yimou Zhang,Yimou Zhang,Jet Li,Tony Chiu-Wai Leung,Maggie Cheung,Action' 'Adventure,Action,Adventure,2004-08-27,Summer,2004.0,,,,,,,,,,,,,3,,,1,61.0,63.5,66.54117647058824,69.28664495114006,72.34599156118144,90.0,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,
2140,tt1125849,The Wrestler,English,USA,109,R,80.0,6000000.0,20th Century Fox Home Entertainment,Best Performance by an Actor in a Leading Role,2,Robert Siegel,,Darren Aronofsky,Mickey Rourke,Marisa Tomei,Evan Rachel Wood,Drama' 'Sport,Drama,Sport,2009-01-30,Winter,2009.0,,,,,,,,,,,68.0,68.0,3,,,1,79.0,81.0,71.42857142857143,74.00187265917603,72.63362068965517,78.66666666666667,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,
2142,tt0082416,The French Lieutenant's Woman,English,UK,124,R,64.0,22059459.45945946,United Artists,Best Actress in a Leading Role,5,John Fowles,Harold Pinter,Karel Reisz,Meryl Streep,Jeremy Irons,Hilton McRae,Drama' 'Romance,Drama,Romance,1981-10-16,Fall,1981.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2,,,15,59.0,63.5,71.075,74.00187265917603,72.53125,74.92857142857143,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,
2147,tt0084707,Sophie's Choice,English,UK,150,R,68.0,12000000.0,Universal Pictures,Best Actress in a Leading Role,5,William Styron,Alan J. Pakula,Alan J. Pakula,Meryl Streep,Kevin Kline,Peter MacNicol,Drama' 'Romance,Drama,Romance,1983-03-04,Winter,1983.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,64.0,2,64.0,64.0,15,64.0,61.5,71.075,74.00187265917603,72.63362068965517,67.13953488372093,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,
2152,tt0283509,No Man's Land,Bosnian,France,98,R,84.0,7000000.0,Metro-Goldwyn-Mayer Distributing Corporation,Best Foreign Language Film,1,Danis Tanovic,,Danis Tanovic,Branko Djuric,Rene Bitorajac,Filip Sovagovic,Comedy' 'Drama,Comedy,Drama,2001-09-19,Fall,2001.0,,,,,,,,,,,,,1,,,1,68.0,76.0,75.18518518518519,74.00187265917603,72.53125,86.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,
2153,tt0365737,Syriana,English,USA,128,R,76.0,50000000.0,Warner Bros.,Best Performance by an Actor in a Supporting Role,2,Stephen Gaghan,Robert Baer,Stephen Gaghan,George Clooney,Matt Damon,Amanda Peet,Drama' 'Thriller,Drama,Thriller,2005-12-09,Winter,2005.0,,,,,,,,,,,,,1,59.0,72.0,8,81.0,75.0,75.42857142857143,74.00187265917603,72.63362068965517,68.94949494949495,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,
2155,tt1605783,Midnight in Paris,English,Spain,94,PG-13,81.0,17000000.0,Sony Pictures Classics,Best Motion Picture of the Year,4,Woody Allen,,Woody Allen,Owen Wilson,Rachel McAdams,Kathy Bates,Comedy' 'Fantasy,Comedy,Fantasy,2011-06-10,Summer,2011.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,70.0,70.0,12,73.0,73.0,2,85.0,83.5,61.7,69.28664495114006,72.34599156118144,79.95454545454545,70.0,70.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,0,0,1,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2159,tt0120402,Ulee's Gold,English,USA,113,R,77.0,2700000.0,Orion Pictures,Best Actor in a Leading Role,1,Victor Nunez,,Victor Nunez,Peter Fonda,Patricia Richardson,Christine Dunford,Drama,Drama,,1997-07-18,Summer,1997.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1,,,1,84.0,85.5,75.48351648351648,74.00187265917603,72.34599156118144,69.95238095238095,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,0,1,0,,,,,,,,,,
2160,tt0166924,Mulholland Dr.,English,France,147,R,85.0,15000000.0,Universal Pictures,Best Director,1,David Lynch,,David Lynch,Naomi Watts,Laura Harring,Justin Theroux,Drama' 'Mystery,Drama,Mystery,2001-10-19,Fall,2001.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,86.0,69.0,6,,,3,91.0,83.0,73.14814814814815,74.00187265917603,72.53125,67.13953488372093,76.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,
2161,tt0096316,Tucker: The Man and His Dream,English,USA,110,PG,74.0,23000000.0,Paramount Pictures,Best Actor in a Supporting Role,3,Arnold Schulman,David Seidler,Francis Ford Coppola,Jeff Bridges,Joan Allen,Martin Landau,Biography' 'Drama,Biography,Drama,1988-08-12,Summer,1988.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,84.0,4,60.0,65.0,8,80.0,81.5,73.6046511627907,69.61320754716981,72.34599156118144,66.97029702970298,46.0,46.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,1,0,0,0,,,,,,,,,,
