,IMDBId,movie title,director(s),writer(s),casts,genre(s),language,country,runtime (mins),mpaarating,release date,metacritic score,budget,distributionCompany,,,,,,,,,,,,,
,tt0101456,Birch Street Gym,['Stephen Kessler'],"['Mike Wilkins', 'Stephen Kessler']","['Joe Alfasa', 'Jack Anker', 'Willie Armstrong']","['Short', 'Comedy', 'Drama', 'Sport']",English,USA,25min,25min,,,,,,,,,,,,,,,,,
,tt0112883,Don Juan DeMarco,['Jeremy Leven'],"['Lord Byron', 'Jeremy Leven']","['Johnny Depp', 'Marlon Brando', 'Faye Dunaway']","['Comedy', 'Drama', 'Romance']",English,USA,1h 37min,PG-13,7-Apr-95,63,25000000,New Line Cinema,,,,,,,,,,,,,
,tt6803040,Marguerite,['Marianne Farley'],['Marianne Farley'],"['Béatrice Picard', 'Sandrine Bisson']","['Short', 'Drama']",French,Canada,19min,19min,,,,,,,,,,,,,,,,,
,tt0316013,Prisoner of Paradise,"['Malcolm Clarke', 'Stuart Sender']",['Malcolm Clarke'],"['Ian Holm', 'Robert Lantz', 'Eleonore Hertzberg']","['Documentary', 'Biography']",English,USA,1h 36min,PG,23-Apr-11,,,Menemsha Entertainment,,,,,,,,,,,,,
,tt0366548,Happy Feet,"['George Miller', 'Warren Coleman', '1 more credit']","['George Miller', 'John Collee', '2 more credits']","['Elijah Wood', 'Brittany Murphy', 'Hugh Jackman']","['Animation', 'Adventure', 'Comedy', 'Family', 'Music', 'Musical', 'Romance']",English,USA,1h 48min,PG,17-Nov-06,77,100000000,Village Roadshow Entertainment,,,,,,,,,,,,,
,tt0269658,One Day Crossing,['Joan Stein Schimke'],"['Christina Lazaridi', 'Christina Lazaridi', '2 more credits']","['Erika Marozsán', 'Attila Szatmari', 'Zoltán Gábor Tóth']","['Short', 'Drama', 'History', 'War']",Hungarian,Hungary,25min,25min,,,,,,,,,,,,,,,,,
,tt4302938,Kubo and the Two Strings,['Travis Knight'],"['Marc Haimes', 'Chris Butler', '2 more credits']","['Charlize Theron', 'Art Parkinson', 'Matthew McConaughey']","['Animation', 'Action', 'Adventure', 'Family', 'Fantasy']",English,USA,1h 41min,PG,19-Aug-16,84,60000000,Focus Features,,,,,,,,,,,,,
,tt0112584,Brooms,"['Luke Cresswell', 'Steve McNicholas']","['Luke Cresswell', 'Steve McNicholas']","['Luke Cresswell', 'Theseus Gerard', 'Fiona Wilkes']","['Short', 'Music']",None,UK,16min,16min,,,,,,,,,,,,,,,,,
,tt0104427,Hoffa,['Danny DeVito'],['David Mamet'],"['Jack Nicholson', 'Danny DeVito', 'Armand Assante']","['Biography', 'Crime', 'Drama']",English,USA,2h 20min,R,25-Dec-92,50,35000000,Twentieth Century Fox,,,,,,,,,,,,,
,tt0239583,Stora & små mirakel,['Marcus Olsson'],['Pia Gradvall'],"['Brasse Brännström', 'Göran Graffman', 'Magnus Krepper']",['Short'],Swedish,Sweden,25min,25min,,,,,,,,,,,,,,,,,
,tt0114319,Sabrina,['Sydney Pollack'],"['Samuel A. Taylor', 'Billy Wilder', '4 more credits']","['Harrison Ford', 'Julia Ormond', 'Greg Kinnear']","['Comedy', 'Drama', 'Romance']",English,Germany,2h 7min,PG,15-Dec-95,56,58000000,Paramount Pictures,,,,,,,,,,,,,
,tt1016268,Enron: The Smartest Guys in the Room,['Alex Gibney'],"['Alex Gibney', 'Bethany McLean', '1 more credit']","['John Beard', 'Tim Belden', 'Barbara Boxer']","['Documentary', 'Biography', 'History']",English,USA,1h 50min,R,20-May-05,,,Magnolia Pictures,,,,,,,,,,,,,
,tt0080780,Der gelbe Stern - Ein Film über die Judenverfolgung 1933-1945,['Dieter Hildebrandt'],"['Albert Hemsing', 'Esther Hemsing', '3 more credits']","['Alexander Scourby', 'Holger Hagen', 'Helga Mayer-Maynard']","['Documentary', 'Drama', 'History', 'War']",German,West Germany,1h 29min,1h 29min,,,,,,,,,,,,,,,,,
,tt0120616,The Mummy,['Stephen Sommers'],"['Stephen Sommers', 'Lloyd Fonvielle', '2 more credits']","['Brendan Fraser', 'Rachel Weisz', 'John Hannah']","['Action', 'Adventure', 'Fantasy']",English,USA,2h 4min,PG-13,7-May-99,48,80000000,Universal Pictures,,,,,,,,,,,,,
,tt3606756,Incredibles 2,['Brad Bird'],['Brad Bird'],"['Craig T. Nelson', 'Holly Hunter', 'Sarah Vowell']","['Animation', 'Action', 'Adventure', 'Comedy', 'Family', 'Sci-Fi']",English,USA,1h 58min,PG,15-Jun-18,80,200000000,Walt Disney Studios Motion Pictures,,,,,,,,,,,,,
,tt0080684,Star Wars: Episode V - The Empire Strikes Back,['Irvin Kershner'],"['Leigh Brackett', 'Lawrence Kasdan', '1 more credit']","['Mark Hamill', 'Harrison Ford', 'Carrie Fisher']","['Action', 'Adventure', 'Fantasy', 'Sci-Fi']",English,USA,2h 4min,PG,20-Jun-80,82,18000000,Twentieth Century Fox,,,,,,,,,,,,,
,tt0472043,Apocalypto,['Mel Gibson'],"['Mel Gibson', 'Farhad Safinia']","['Gerardo Taracena', 'Raoul Max Trujillo', 'Dalia Hernández']","['Action', 'Adventure', 'Drama', 'Thriller']",Maya,USA,2h 19min,R,8-Dec-06,68,40000000,Buena Vista Pictures,,,,,,,,,,,,,
,tt0137523,Fight Club,['David Fincher'],"['Chuck Palahniuk', 'Jim Uhls']","['Brad Pitt', 'Edward Norton', 'Meat Loaf']",['Drama'],English,USA,2h 19min,R,15-Oct-99,66,63000000,Twentieth Century Fox,,,,,,,,,,,,,
,tt0385004,House of Flying Daggers,['Yimou Zhang'],"['Feng Li', 'Bin Wang', '1 more credit']","['Ziyi Zhang', 'Takeshi Kaneshiro', 'Andy Lau']","['Action', 'Adventure', 'Drama', 'Romance']",Mandarin,China,1h 59min,PG-13,14-Jan-05,89,,Sony Pictures Classics,,,,,,,,,,,,,
,tt0127710,The Old Lady and the Pigeons,['Sylvain Chomet'],"['Sylvain Chomet', 'David Freedman', '1 more credit']","['James Pidgeon', 'Michoue Sylvain', 'Andrea Usher-Jones']","['Animation', 'Short', 'Comedy', 'Drama']",English,Canada,25min,25min,,,,,,,,,,,,,,,,,
,tt0090357,Young Sherlock Holmes,['Barry Levinson'],"['Arthur Conan Doyle', 'Chris Columbus']","['Nicholas Rowe', 'Alan Cox', 'Sophie Ward']","['Adventure', 'Fantasy', 'Mystery', 'Thriller']",English,USA,1h 49min,PG-13,4-Dec-85,65,18000000,Paramount Pictures,,,,,,,,,,,,,
,tt1744887,The Warriors of Qiugang,['Ruby Yang'],['Thomas Lennon'],"['Wang Yongcui', 'Gongli Zhang']","['Documentary', 'Short']",Chinese,USA,39min,39min,,,300000,The Cinema Guild,,,,,,,,,,,,,
,tt2201259,The Shore,['Terry George'],['Terry George'],"['Anthony Brophy', 'Conleth Hill', 'Packy Lee']","['Short', 'Comedy', 'Drama']",English,UK,29min,Not Rated,26-Jun-11,,,,,,,,,,,,,,,,
,tt0170016,How the Grinch Stole Christmas,['Ron Howard'],"['Dr. Seuss', 'Jeffrey Price', '1 more credit']","['Jim Carrey', 'Taylor Momsen', 'Kelley']","['Comedy', 'Family', 'Fantasy']",English,USA,1h 44min,PG,17-Nov-00,46,123000000,Universal Pictures,,,,,,,,,,,,,
,tt0116044,"De tripas, corazón",['Antonio Urrutia'],['Antonio Urrutia'],"['Elpidia Carrillo', 'Gael García Bernal', 'Martín Altomaro']","['Comedy', 'Short']",Spanish,Mexico,16min,16min,,,,,,,,,,,,,,,,,
,tt0099012,Alice,['Woody Allen'],['Woody Allen'],"['Mia Farrow', 'William Hurt', 'Joe Mantegna']","['Comedy', 'Romance']",English,USA,1h 46min,PG-13,10-Jan-91,67,12000000,Orion Pictures,,,,,,,,,,,,,
,tt3674140,The Salt of the Earth,"['Juliano Ribeiro Salgado', 'Wim Wenders']","['Wim Wenders', 'Juliano Ribeiro Salgado', '1 more credit']","['Sebastião Salgado', 'Wim Wenders', 'Lélia Wanick Salgado']","['Documentary', 'Biography', 'History']",French,France,1h 50min,PG-13,27-Mar-15,83,,Sony Pictures Classics,,,,,,,,,,,,,
,tt0086637,Zelig,['Woody Allen'],['Woody Allen'],"['Woody Allen', 'Mia Farrow', 'Patrick Horgan']",['Comedy'],English,USA,1h 19min,PG,25-Aug-83,,,Orion Pictures,,,,,,,,,,,,,
,tt0101393,Backdraft,['Ron Howard'],['Gregory Widen'],"['Kurt Russell', 'William Baldwin', 'Robert De Niro']","['Action', 'Crime', 'Drama', 'Mystery', 'Thriller']",English,USA,2h 17min,R,24-May-91,38,40000000,Universal Pictures,,,,,,,,,,,,,
,tt0200780,Kleingeld,['Marc-Andreas Bochert'],['Marc-Andreas Bochert'],"['Frank Lienert', 'Rolf Fahrenkrog-Petersen', 'Kerstin Nikodemus']","['Short', 'Drama']",German,Germany,15min,15min,,,,,,,,,,,,,,,,,
,tt6598290,My Nephew Emmett,['Kevin Wilson Jr.'],['Kevin Wilson Jr.'],"['L.B. Williams', 'Joshua Wright', 'Dane Rhodes']","['Short', 'Drama', 'History']",English,USA,20min,Not Rated,7-May-17,,,,,,,,,,,,,,,,
,tt0091064,The Fly,['David Cronenberg'],"['George Langelaan', 'Charles Edward Pogue', '1 more credit']","['Jeff Goldblum', 'Geena Davis', 'John Getz']","['Drama', 'Horror', 'Sci-Fi']",English,USA,1h 36min,R,15-Aug-86,79,15000000,Twentieth Century Fox,,,,,,,,,,,,,
,tt0192145,Humdrum,['Peter Peake'],['Peter Peake'],"['Moray Hunter', 'Jack Docherty']","['Animation', 'Short', 'Comedy']",English,UK,7min,7min,,,,,,,,,,,,,,,,,
,tt1646971,How to Train Your Dragon 2,['Dean DeBlois'],"['Dean DeBlois', 'Cressida Cowell']","['Jay Baruchel', 'Cate Blanchett', 'Gerard Butler']","['Animation', 'Action', 'Adventure', 'Family', 'Fantasy']",English,USA,1h 42min,PG,13-Jun-14,76,145000000,Twentieth Century Fox,,,,,,,,,,,,,
,tt0079574,Moonraker,['Lewis Gilbert'],['Christopher Wood'],"['Roger Moore', 'Lois Chiles', 'Michael Lonsdale']","['Action', 'Adventure', 'Sci-Fi', 'Thriller']",English,UK,2h 6min,PG,29-Jun-79,66,34000000,United Artists,,,,,,,,,,,,,
,tt0126886,Election,['Alexander Payne'],"['Tom Perrotta', 'Alexander Payne', '1 more credit']","['Matthew Broderick', 'Reese Witherspoon', 'Chris Klein']","['Comedy', 'Drama', 'Romance']",English,USA,1h 43min,R,7-May-99,83,25000000,Paramount Pictures,,,,,,,,,,,,,
,tt0084672,A Shocking Accident,['James Scott'],"['Graham Greene', 'James Scott', '1 more credit']","['Rupert Everett', 'Jenny Seagrove', 'Barbara Hicks']","['Short', 'Comedy', 'Romance']",English,UK,25min,25min,,,,,,,,,,,,,,,,,
,tt1142977,Frankenweenie,['Tim Burton'],"['Leonard Ripps', 'Tim Burton', '1 more credit']","['Winona Ryder', ""Catherine O'Hara"", 'Martin Short']","['Animation', 'Comedy', 'Family', 'Horror', 'Sci-Fi']",English,USA,1h 27min,PG,5-Oct-12,74,39000000,Walt Disney Studios Motion Pictures,,,,,,,,,,,,,
,tt0091757,Pirates,['Roman Polanski'],"['John Brownjohn', 'Gérard Brach', '1 more credit']","['Walter Matthau', 'Cris Campion', 'Damien Thomas']","['Adventure', 'Comedy', 'Family']",English,France,2h 1min,PG-13,18-Jul-86,32,40000000,Cannon Film Distributors,,,,,,,,,,,,,
,tt0120595,Babe: Pig in the City,['George Miller'],"['George Miller', 'Judy Morris', '2 more credits']","['Magda Szubanski', 'Elizabeth Daily', 'Mickey Rooney']","['Adventure', 'Comedy', 'Drama', 'Family', 'Fantasy']",English,Australia,1h 37min,PG,25-Nov-98,68,90000000,Universal Pictures,,,,,,,,,,,,,
,tt0094825,Cadillac Dreams,['Matia Karrell'],"['Ehrich Van Lowe', 'C.W. Cressler', '1 more credit']","['Claude Brooks', 'Donald Fullilove', 'Mario Gardner']",['Short'],English,USA,30min,30min,,,,,,,,,,,,,,,,,
,tt1212419,Hereafter,['Clint Eastwood'],['Peter Morgan'],"['Matt Damon', 'Cécile de France', 'Bryce Dallas Howard']","['Drama', 'Fantasy', 'Romance']",English,USA,2h 9min,PG-13,22-Oct-10,56,50000000,Warner Bros.,,,,,,,,,,,,,
,tt2488496,Star Wars: Episode VII - The Force Awakens,['J.J. Abrams'],"['Lawrence Kasdan', 'J.J. Abrams', '2 more credits']","['Daisy Ridley', 'John Boyega', 'Oscar Isaac']","['Action', 'Adventure', 'Sci-Fi']",English,USA,2h 18min,PG-13,18-Dec-15,80,245000000,Walt Disney Studios Motion Pictures,,,,,,,,,,,,,
,tt0424024,Darwin's Nightmare,['Hubert Sauper'],['Hubert Sauper'],"[""Elizabeth 'Eliza' Maganga Nsese"", 'Raphael Tukiko Wagara', 'Dimond Remtulia']",['Documentary'],English,Austria,1h 47min,1h 47min,,84,,International Film Circuit,,,,,,,,,,,,,
,tt5467670,Ennemis intérieurs,['Selim Azzazi'],['Selim Azzazi'],"['Hassam Ghancy', 'Najib Oudghiri', 'Stéphane Perrichon']","['Short', 'Drama']",French,France,27min,PG,Apr-16,,,,,,,,,,,,,,,,
,tt0080594,The Day After Trinity,['Jon Else'],"['Jon Else', 'David Webb Peoples', '1 more credit']","['Hans Bethe', 'Holm Bursom', 'Haakon Chevalier']","['Documentary', 'Biography']",English,USA,1h 28min,Not Rated,20-Jan-81,,,Public Broadcasting Service,,,,,,,,,,,,,
,tt0351382,Atama-yama,['Koji Yamamura'],['Shôji Yonemura'],"['Takeharu Kunimoto', 'Bruno Metzger']","['Animation', 'Comedy', 'Fantasy', 'Short']",Japanese,Japan,10min,Not Rated,Jan-04,,,Bitter Films,,,,,,,,,,,,,
,tt0097142,Dad,['Gary David Goldberg'],"['William Wharton', 'Gary David Goldberg']","['Jack Lemmon', 'Ted Danson', 'Olympia Dukakis']","['Comedy', 'Drama']",English,USA,1h 57min,PG,10-Nov-89,,19000000,Universal Pictures,,,,,,,,,,,,,
,tt0188028,Legacy,['Tod Lending'],['Tod Lending'],"['Alaissa Collins', 'Marquis Collins', 'Nickcole Collins']",['Documentary'],English,USA,1h 30min,Not Rated,1-Feb-00,,,,,,,,,,,,,,,,
,tt0088414,The Woman in Red,['Gene Wilder'],"['Jean-Loup Dabadie', 'Yves Robert', '1 more credit']","['Gene Wilder', 'Kelly LeBrock', 'Charles Grodin']","['Comedy', 'Romance']",English,USA,1h 27min,PG-13,15-Aug-84,55,,Orion Pictures,,,,,,,,,,,,,
,tt2328900,Mary Queen of Scots,['Josie Rourke'],"['Beau Willimon', 'John Guy']","['Saoirse Ronan', 'Margot Robbie', 'Jack Lowden']","['Biography', 'Drama', 'History']",English,UK,2h 4min,R,21-Dec-18,60,25000000,Focus Features,,,,,,,,,,,,,
,tt0099582,Flatliners,['Joel Schumacher'],['Peter Filardi'],"['Kiefer Sutherland', 'Kevin Bacon', 'Julia Roberts']","['Drama', 'Horror', 'Sci-Fi', 'Thriller']",English,USA,1h 55min,R,10-Aug-90,55,26000000,Columbia Pictures,,,,,,,,,,,,,
,tt0092099,Top Gun,['Tony Scott'],"['Jim Cash', 'Jack Epps Jr.', '1 more credit']","['Tom Cruise', 'Tim Robbins', 'Kelly McGillis']","['Action', 'Drama']",English,USA,1h 50min,PG,16-May-86,50,15000000,Paramount Pictures,,,,,,,,,,,,,
,tt0085656,Heart Like a Wheel,['Jonathan Kaplan'],"['Ken Friedman', 'Joan McCall']","['Bonnie Bedelia', 'Beau Bridges', 'Bruce Barlow']","['Biography', 'Drama', 'Romance', 'Sport']",English,USA,1h 53min,PG,1-Apr-83,74,,Twentieth Century Fox,,,,,,,,,,,,,
,tt0780504,Drive,['Nicolas Winding Refn'],"['Hossein Amini', 'James Sallis']","['Ryan Gosling', 'Carey Mulligan', 'Bryan Cranston']","['Crime', 'Drama']",English,USA,1h 40min,R,16-Sep-11,78,15000000,FilmDistrict,,,,,,,,,,,,,
,tt0078919,Butch and Sundance: The Early Days,['Richard Lester'],"['Allan Burns', 'William Goldman']","['William Katt', 'Tom Berenger', 'Jeff Corey']","['Comedy', 'Western']",English,USA,1h 55min,PG,1979,,9000000,Twentieth Century Fox,,,,,,,,,,,,,
,tt0417741,Harry Potter and the Half-Blood Prince,['David Yates'],"['Steve Kloves', 'J.K. Rowling']","['Daniel Radcliffe', 'Emma Watson', 'Rupert Grint']","['Action', 'Adventure', 'Family', 'Fantasy', 'Mystery']",English,UK,2h 33min,PG,15-Jul-09,78,250000000,Warner Bros.,,,,,,,,,,,,,
,tt0259711,Vanilla Sky,['Cameron Crowe'],"['Alejandro Amenábar', 'Mateo Gil', '1 more credit']","['Tom Cruise', 'Penélope Cruz', 'Cameron Diaz']","['Fantasy', 'Mystery', 'Romance', 'Sci-Fi', 'Thriller']",English,USA,2h 16min,R,14-Dec-01,45,68000000,Paramount Pictures,,,,,,,,,,,,,
,tt0086005,Never Cry Wolf,['Carroll Ballard'],"['Farley Mowat', 'Curtis Hanson', '5 more credits']","['Charles Martin Smith', 'Brian Dennehy', 'Zachary Ittimangnaq']","['Adventure', 'Drama']",English,USA,1h 45min,PG,27-Jan-84,,,Buena Vista Distribution Company,,,,,,,,,,,,,
,tt0441773,Kung Fu Panda,"['Mark Osborne', 'John Stevenson']","['Jonathan Aibel', 'Glenn Berger', '2 more credits']","['Jack Black', 'Ian McShane', 'Angelina Jolie']","['Animation', 'Action', 'Adventure', 'Comedy', 'Family']",English,USA,1h 32min,PG,6-Jun-08,74,130000000,Paramount Pictures,,,,,,,,,,,,,
,tt2061843,Tuba Atlantic,['Hallvar Witzø'],['Linn-Jeanethe Kyed'],"['Edvard Hægstad', 'Ingrid Viken', 'Terje Ranes']","['Short', 'Comedy', 'Drama']",Norwegian,Norway,25min,TV-MA,Jun-10,,,,,,,,,,,,,,,,
,tt0116214,Ernst & lyset,"['Anders Thomas Jensen', 'Tomas Villum Jensen']",['Anders Thomas Jensen'],"['Jens Jørn Spottag', 'Søren Østergaard', 'Jesper Bæhrenz']","['Short', 'Comedy']",Danish,Denmark,12min,Not Rated,30-Sep-12,,,,,,,,,,,,,,,,
,tt0083641,Best Friends,['Norman Jewison'],"['Valerie Curtin', 'Barry Levinson']","['Burt Reynolds', 'Goldie Hawn', 'Jessica Tandy']","['Comedy', 'Drama', 'Romance']",English,USA,1h 56min,PG,17-Dec-82,70,15000000,Warner Bros.,,,,,,,,,,,,,
,tt0240885,Scottsboro: An American Tragedy,"['Barak Goodman', 'Daniel Anker']","['Barak Goodman', 'Kay Boyle']","['Frances McDormand', 'Stanley Tucci', 'Andre Braugher']","['Documentary', 'History']",English,USA,1h 24min,1h 24min,,74,,Public Broadcasting Service,,,,,,,,,,,,,
,tt0275847,Lilo & Stitch,"['Dean DeBlois', 'Chris Sanders']","['Chris Sanders', 'Chris Sanders', '1 more credit']","['Daveigh Chase', 'Chris Sanders', 'Tia Carrere']","['Animation', 'Adventure', 'Comedy', 'Drama', 'Family', 'Fantasy', 'Sci-Fi']",English,USA,1h 25min,PG,21-Jun-02,73,80000000,Buena Vista Pictures,,,,,,,,,,,,,
,tt1579361,Chasing Ice,['Jeff Orlowski'],['Mark Monroe'],"['James Balog', 'Svavar Jónatansson', 'Louie Psihoyos']","['Documentary', 'Biography']",English,USA,1h 15min,PG-13,14-Dec-12,75,,Submarine Deluxe,,,,,,,,,,,,,
,tt3455224,Virunga,['Orlando von Einsiedel'],['Orlando von Einsiedel'],"['André Bauma', 'Emmanuel de Merode', 'Mélanie Gouby']","['Documentary', 'War']",English,UK,1h 40min,Not Rated,7-Nov-14,95,,Netflix,,,,,,,,,,,,,
,tt0120472,Waco: The Rules of Engagement,['William Gazecki'],"['William Gazecki', 'Dan Gifford', '2 more credits']","['Dan Gifford', 'Clive Doyle', 'Jack Harwell']","['Documentary', 'History']",English,USA,2h 45min,Not Rated,19-Sep-97,,2500000,,,,,,,,,,,,,,
,tt0312004,Wallace & Gromit: The Curse of the Were-Rabbit,"['Steve Box', 'Nick Park']","['Steve Box', 'Nick Park', '3 more credits']","['Peter Sallis', 'Helena Bonham Carter', 'Ralph Fiennes']","['Animation', 'Adventure', 'Comedy', 'Family', 'Fantasy', 'Horror', 'Mystery', 'Sci-Fi']",English,UK,1h 25min,G,7-Oct-05,87,30000000,DreamWorks Distribution,,,,,,,,,,,,,
,tt1235830,Chico & Rita,"['Tono Errando', 'Javier Mariscal', '1 more credit']","['Ignacio Martínez de Pisón', 'Fernando Trueba']","['Eman Xor Oña', 'Limara Meneses', 'Mario Guerra']","['Animation', 'Crime', 'Drama', 'Music', 'Romance']",Spanish,Spain,1h 34min,Not Rated,19-Nov-10,76,,GKIDS,,,,,,,,,,,,,
,tt1787725,If a Tree Falls: A Story of the Earth Liberation Front,"['Marshall Curry', 'Sam Cullman']","['Marshall Curry', 'Matthew Hamachek']","['Daniel McGowan', 'Lisa McGowan', 'Tim Lewis']","['Documentary', 'Biography', 'Crime', 'Drama', 'History', 'News', 'Thriller']",English,USA,1h 25min,Unrated,Jan-11,65,,Oscilloscope,,,,,,,,,,,,,
,tt0082329,Endless Love,['Franco Zeffirelli'],"['Scott Spencer', 'Judith Rascoe']","['Brooke Shields', 'Martin Hewitt', 'Shirley Knight']","['Drama', 'Romance']",English,USA,1h 56min,R,17-Jul-81,30,,Universal Pictures,,,,,,,,,,,,,
,tt0085549,Flashdance,['Adrian Lyne'],"['Thomas Hedley Jr.', 'Joe Eszterhas', '1 more credit']","['Jennifer Beals', 'Michael Nouri', 'Lilia Skala']","['Drama', 'Music', 'Romance']",English,USA,1h 35min,R,15-Apr-83,39,4000000,Paramount Pictures,,,,,,,,,,,,,
,tt0093148,Harry and the Hendersons,['William Dear'],"['William Dear', 'Bill Martin', '1 more credit']","['John Lithgow', 'Melinda Dillon', 'Margaret Langrick']","['Comedy', 'Family', 'Fantasy']",English,USA,1h 50min,PG,5-Jun-87,42,10000000,Universal Pictures,,,,,,,,,,,,,
,tt0079596,My Brilliant Career,['Gillian Armstrong'],"['Eleanor Witcombe', 'Miles Franklin']","['Judy Davis', 'Sam Neill', 'Wendy Hughes']","['Biography', 'Drama', 'Romance']",English,Australia,1h 40min,G,17-Aug-79,77,,Analysis Film Releasing Corporation,,,,,,,,,,,,,
,tt0119738,My Best Friend's Wedding,['P.J. Hogan'],['Ronald Bass'],"['Julia Roberts', 'Dermot Mulroney', 'Cameron Diaz']","['Comedy', 'Drama', 'Romance']",English,USA,1h 45min,PG-13,20-Jun-97,50,38000000,TriStar Pictures,,,,,,,,,,,,,
,tt2771200,Beauty and the Beast,['Bill Condon'],"['Stephen Chbosky', 'Evan Spiliotopoulos', '1 more credit']","['Emma Watson', 'Dan Stevens', 'Luke Evans']","['Family', 'Fantasy', 'Musical', 'Romance']",English,USA,2h 9min,PG,17-Mar-17,65,160000000,Walt Disney Studios Motion Pictures,,,,,,,,,,,,,
,tt0418279,Transformers,['Michael Bay'],"['Roberto Orci', 'Alex Kurtzman', '3 more credits']","['Shia LaBeouf', 'Megan Fox', 'Josh Duhamel']","['Action', 'Adventure', 'Sci-Fi']",English,USA,2h 24min,PG-13,3-Jul-07,61,150000000,Paramount Pictures,,,,,,,,,,,,,
,tt0181689,Minority Report,['Steven Spielberg'],"['Philip K. Dick', 'Scott Frank', '1 more credit']","['Tom Cruise', 'Colin Farrell', 'Samantha Morton']","['Action', 'Crime', 'Mystery', 'Sci-Fi', 'Thriller']",English,USA,2h 25min,PG-13,21-Jun-02,80,102000000,Twentieth Century Fox,,,,,,,,,,,,,
,tt0373861,Die Geschichte vom weinenden Kamel,"['Byambasuren Davaa', 'Luigi Falorni']","['Byambasuren Davaa', 'Batbayar Davgadorj', '1 more credit']","['Janchiv Ayurzana', 'Chimed Ohin', 'Amgaabazar Gonson']","['Documentary', 'Drama', 'Family']",Mongolian,Germany,1h 33min,PG,16-Jul-04,81,,THINKFilm,,,,,,,,,,,,,
,tt1093824,Encounters at the End of the World,['Werner Herzog'],['Werner Herzog'],"['Werner Herzog', 'Scott Rowland', 'Stefan Pashov']",['Documentary'],English,USA,1h 39min,G,18-Jul-08,80,,Discovery Films,,,,,,,,,,,,,
,tt7332306,Skin,['Guy Nattiv'],"['Sharon Maymon', 'Sharon Maymon', '1 more credit']","['Jonathan Tucker', 'Danielle Macdonald', 'Ashley Thomas']","['Short', 'Drama']",English,USA,21min,R,Aug-18,,,Fox Searchlight Pictures,,,,,,,,,,,,,
,tt0089225,Graffiti,['Matthew Patrick'],"['Matthew Patrick', 'Randle Russell']","['Barbara Ammon', 'Alex Andranian', 'Ramon Angeloni']",['Short'],English,USA,28min,28min,,,,American Film Institute,,,,,,,,,,,,,
,tt0118954,Deconstructing Harry,['Woody Allen'],['Woody Allen'],"['Woody Allen', 'Judy Davis', 'Julia Louis-Dreyfus']",['Comedy'],English,USA,1h 36min,R,2-Jan-98,61,20000000,Fine Line Features,,,,,,,,,,,,,
,tt0083658,Blade Runner,['Ridley Scott'],"['Hampton Fancher', 'David Webb Peoples', '1 more credit']","['Harrison Ford', 'Rutger Hauer', 'Sean Young']","['Action', 'Sci-Fi', 'Thriller']",English,USA,1h 57min,R,25-Jun-82,84,28000000,Warner Bros.,,,,,,,,,,,,,
,tt3464902,The Lobster,['Yorgos Lanthimos'],"['Yorgos Lanthimos', 'Efthymis Filippou']","['Colin Farrell', 'Rachel Weisz', 'Jessica Barden']","['Comedy', 'Drama', 'Romance', 'Sci-Fi', 'Thriller']",English,Ireland,1h 59min,R,16-Oct-15,82,,A24,,,,,,,,,,,,,
,tt0212338,Meet the Parents,['Jay Roach'],"['Greg Glienna', 'Mary Ruth Clarke', '4 more credits']","['Ben Stiller', 'Robert De Niro', 'Teri Polo']","['Comedy', 'Romance']",English,USA,1h 48min,PG-13,6-Oct-00,73,55000000,Universal Pictures,,,,,,,,,,,,,
,tt0081176,Mon oncle d'Amérique,['Alain Resnais'],"['Jean Gruault', 'Henri Laborit']","['Gérard Depardieu', 'Nicole Garcia', 'Roger Pierre']","['Comedy', 'Drama', 'Romance']",French,France,2h 5min,PG,17-Dec-80,,,New World Pictures,,,,,,,,,,,,,
,tt0449088,Pirates of the Caribbean: At World's End,['Gore Verbinski'],"['Ted Elliott', 'Terry Rossio', '4 more credits']","['Johnny Depp', 'Orlando Bloom', 'Keira Knightley']","['Action', 'Adventure', 'Fantasy']",English,USA,2h 49min,PG-13,25-May-07,50,300000000,American Broadcasting Company,,,,,,,,,,,,,
,tt0105265,A River Runs Through It,['Robert Redford'],"['Norman Maclean', 'Richard Friedenberg']","['Craig Sheffer', 'Brad Pitt', 'Tom Skerritt']",['Drama'],English,USA,2h 3min,PG,30-Oct-92,68,12000000,Columbia Pictures,,,,,,,,,,,,,
,tt0116313,The First Wives Club,['Hugh Wilson'],"['Olivia Goldsmith', 'Robert Harling']","['Goldie Hawn', 'Bette Midler', 'Diane Keaton']",['Comedy'],English,USA,1h 43min,PG,20-Sep-96,58,26000000,Paramount Pictures,,,,,,,,,,,,,
,tt0098575,Valmont,['Milos Forman'],"['Choderlos de Laclos', 'Jean-Claude Carrière', '1 more credit']","['Colin Firth', 'Annette Bening', 'Meg Tilly']","['Drama', 'Romance']",English,France,2h 17min,R,17-Nov-89,55,33000000,Orion Pictures,,,,,,,,,,,,,
,tt0118880,Con Air,['Simon West'],['Scott Rosenberg'],"['Nicolas Cage', 'John Cusack', 'John Malkovich']","['Action', 'Crime', 'Thriller']",English,USA,1h 55min,R,6-Jun-97,52,75000000,Buena Vista Pictures,,,,,,,,,,,,,
,tt0189186,Victor,"['Joel Bergvall', 'Simon Sandquist']","['Joel Bergvall', 'Simon Sandquist']","['Anton Bäckman', 'Sara Lindh', 'Thomas Hedengran']","['Short', 'Family']",Swedish,Sweden,18min,18min,,,,,,,,,,,,,,,,,
